LevelId,CryLevel,DisplayName,Name,Matching_Name,Pos,Rotate
7,level_007,,SwitchRegionTrigger_6to5,SwitchRegionTrigger_6to5_Point,"318.63342,1437.6442,35.54808","0.42261833,0,0,0.90630776"
7,level_007,,SwitchRegionTrigger_6to7,SwitchRegionTrigger_6to7_Point,"2120.5508,685.8382,30.053797","0.7604059,-0,0,-0.6494481"
7,level_007,,SwitchRegionTrigger_2to0_Tip,,"1897.7355,2527.5542,29.211014","0.5807029,0,0,0.81411558"
7,level_007,,SwitchRegionTrigger_1to0,SwitchRegionTrigger_1to0_Point,"615.59235,3236.8086,28.639097","0.52991927,0,0,0.84804809"
7,level_007,,SwitchRegionTrigger_8to1,SwitchRegionTrigger_8to1_Point,"3494.2766,3182.0225,132.875","0.32556802,0,0,0.94551861"
7,level_007,,SwitchRegionTrigger_4to6_Tip,,"639.67554,1089.6847,30.957096","-0.19936797,0,0,0.97992468"
7,level_007,,SwitchRegionTrigger_1to4_Tip,,"3513.729,3145.5193,134.36386","0.97629601,0,0,-0.21643971"
7,level_007,,SwitchRegionTrigger_8to7_Tip,,"3470.9631,951.00287,36.458328","-0.30901703,0,0,0.95105648"
7,level_007,,SwitchRegionTrigger_1to4,SwitchRegionTrigger_1to4_Point,"569.69324,1033.2229,30.140625","0.72537428,-0,0,-0.68835467"
7,level_007,,SwitchRegionTrigger_8to1_Tip,,"3543.4155,990.38239,36.982079","-0.26723838,0,0,0.96363044"
7,level_007,,SwitchRegionTrigger_3to7,SwitchRegionTrigger_3to7_Point,"2182.6914,713.50189,30.01322","0.97629601,0,0,0.21643953"
7,level_007,,SwitchRegionTrigger_6to5_Tip,,"1862.7269,915.38843,30.851574","0.23344536,0,0,0.97236991"
7,level_007,,SwitchRegionTrigger_4to5_Tip,,"613.44196,1020.4337,39.341106","0.43837112,0,0,0.89879405"
7,level_007,,SwitchRegionTrigger_0to1_Tip,,"628.36908,3241.3376,29.958221","0.98480773,0,0,0.17364821"
7,level_007,,SwitchRegionTrigger_5to4,SwitchRegionTrigger_5to4_Point,"608.37775,1032.7722,30.23447","0.92387956,0,0,0.3826834"
7,level_007,,SwitchRegionTrigger_5to6,SwitchRegionTrigger_5to6_Point,"1877.2169,907.78265,30.176376","-0.4848094,0,0,0.87461978"
7,level_007,,SwitchRegionTrigger_1to8,SwitchRegionTrigger_1to8_Point,"3528.7603,981.44891,32.693768","0.49242365,0,0,0.87035567"
8,level_008,,SwitchRegionTrigger2-4,MHPlayerSpawnPoint2-4,"1094.1111,1271.1742,79.791992","0.77162451,0,0,-0.6360783"
8,level_008,,SwitchRegionTrigger1-0,MHPlayerSpawnPoint1-0,"522.54468,467.46112,20.26432","7.0550335e-008,0,0,1"
8,level_008,,SwitchRegionTrigger3-5,MHPlayerSpawnPoint3-5,"1247.6968,1289.1908,61.543205","0.99254614,0,0,0.12186923"
8,level_008,,SwitchRegionTrigger6-8,MHPlayerSpawnPoint6-8,"534.8418,3594.6455,287.35263","0.39073122,0,0,0.92050481"
8,level_008,,SwitchRegionTrigger6-7,MHPlayerSpawnPoint6-7,"2529.9363,632.79602,317.62653","0.58778536,0,0,0.80901688"
8,level_008,,SwitchRegionTrigger8-7,MHPlayerSpawnPoint8-7,"2515.915,588.66534,318.34003","0.87035573,0,0,0.49242347"
8,level_008,,SwitchRegionTrigger3-1,MHPlayerSpawnPoint3-1,"2553.4028,3514.0271,17.284546","0.78260815,0,0,0.62251461"
8,level_008,,SwitchRegionTrigger5-3,MHPlayerSpawnPoint5-3,"1232.9473,1258.8831,63.234314","0.62932044,0,0,0.77714592"
8,level_008,,SwitchRegionTrigger4-3,MHPlayerSpawnPoint4-3,"1175.0977,1254.9373,63.234314","0.86602539,0,0,-0.50000006"
8,level_008,,SwitchRegionTrigger3-4,MHPlayerSpawnPoint3-4,"1147.882,1244.6495,79.543854","0.70710683,0,0,0.70710677"
8,level_008,,SwitchRegionTrigger7-6,MHPlayerSpawnPoint7-6,"2565.7266,647.60229,317.62653","0.85716724,-0,0,-0.51503819"
8,level_008,,SwitchRegionTrigger6-4,MHPlayerSpawnPoint6-4,"1153.5872,1314.2859,79.107513","0.13052621,0,0,0.99144489"
8,level_008,,SwitchRegionTrigger0-5,MHPlayerSpawnPoint0-5,"1273.7045,1330.5682,61.513733","0.83388591,0,0,0.55193686"
8,level_008,,SwitchRegionTrigger1-2,MHPlayerSpawnPoint1-2,"2624.238,3581.8105,19.651024","0.9953962,0,0,-0.095845781"
8,level_008,,SwitchRegionTrigger7-5,MHPlayerSpawnPoint7-5,"1240.3018,1376.6505,61.477478","-0.095845632,0,0,0.9953962"
8,level_008,,SwitchRegionTrigger0-1,MHPlayerSpawnPoint0-1,"2489.2251,3544.2151,17.299019","0.56640619,0,0,-0.82412624"
8,level_008,,SwitchRegionTrigger5-7,MHPlayerSpawnPoint5-7,"2466.9946,639.45642,317.50146","-0.34202,0,0,0.93969268"
8,level_008,,SwitchRegionTrigger1-3,MHPlayerSpawnPoint1-3,"1209.2148,1229.4641,63.304859","0.98162717,0,0,-0.19080897"
8,level_008,,SwitchRegionTrigger8-6,MHPlayerSpawnPoint8-6,"2640.5981,627.11621,317.5","0.88701087,0,0,0.46174857"
8,level_008,,SwitchRegionTrigger4-2,MHPlayerSpawnPoint4-2,"2594.7405,3640.8552,21.264706","0.54463905,0,0,-0.83867061"
8,level_008,,SwitchRegionTrigger2-1,MHPlayerSpawnPoint2-1,"2553.8984,3539.304,17.19326","0.63607824,0,0,0.77162451"
8,level_008,,SwitchRegionTrigger7-8,MHPlayerSpawnPoint7-8,"485.06607,3498.8787,287","0.98628557,0,0,-0.16504763"
8,level_008,,SwitchRegionTrigger5-0,MHPlayerSpawnPoint5-0,"537.38647,452.00317,24.168484","0.60876143,0,0,0.79335332"
8,level_008,,SwitchRegionTrigger4-6,MHPlayerSpawnPoint4-6,"2600.4824,695.40479,317.5","-0.01745226,0,0,0.99984771"
9,level_009,,RegionSwtich_0_to_1_Tip,,"2570.0298,2923.2659,64.335037","0.99026811,0,0,0.13917303"
9,level_009,,RegionSwtich_0_to_1,RegionSwtich_0_to_1_Point,"2503.9983,2429.6045,53.931526","0.35836786,0,0,0.93358046"
10,level_010,,SwitchRegionTrigger4-3_drama,,"2722.656,2438.7104,45.699741","0.97992468,0,0,0.199368"
10,level_010,,SwitchRegionTrigger3-6_drama,,"2726.7148,2600.7012,33.506824","0.9876883,0,0,-0.15643451"
10,level_010,,SwitchRegionTrigge2-6,MHPlayerSpawnPoint2-6,"3378.4502,1905.5786,32.961807","0.23344544,0,0,0.97236991"
10,level_010,,SwitchRegionTrigger6-7,MHPlayerSpawnPoint6-7,"2171.1902,1649.2927,28.805256","0.59482288,0,0,0.80385679"
10,level_010,,SwitchRegionTrigger6-7_drama,,"3344.2935,1846.1921,24.791578","0.27563733,0,0,0.96126175"
10,level_010,,SwitchRegionTrigger1-2_drama,,"2250.9028,3710.3281,119.05529","0.73727727,0,0,0.67559028"
10,level_010,,SwitchRegionTrigger8-9,MHPlayerSpawnPoint8-9,"2748.9031,1112.5496,53.971882","0.78801072,0,0,-0.6156615"
10,level_010,,SwitchRegionTrigger6-9_drama,,"3390.5925,1858.748,34.864914","0.89879405,0,0,0.43837115"
10,level_010,,SwitchRegionTrigger5-7,MHPlayerSpawnPoint5-7,"2106.5107,1658.261,28.99852","-0.4617486,0,0,0.88701081"
10,level_010,,SwitchRegionTrigger1-C,MHPlayerSpawnPoint1-C,"253.07257,3903.0325,80.930931","0.36650127,0,0,0.93041754"
10,level_010,,SwitchRegionTrigger9-10,MHPlayerSpawnPoint9-10,"2775.5818,1571.0239,85.25","0.66913068,0,0,-0.74314481"
10,level_010,,SwitchRegionTrigger10-9_drama,,"2759.7285,1569.751,86.045807","0.68199843,0,0,-0.73135364"
10,level_010,,SwitchRegionTrigger6-3_drama,,"3341.5132,1933.5533,31.84087","0.97236991,0,0,0.23344532"
10,level_010,,SwitchRegionTrigger1-3_drama,,"2235.9666,3685.7891,115.94202","0.5948227,0,0,0.80385691"
10,level_010,,SwitchRegionTrigger7-6_drama,,"2189.7422,1650.6061,29.760525","0.69465834,0,0,0.71933985"
10,level_010,,SwitchRegionTrigger3-2,MHPlayerSpawnPoint3-2,"3320.5576,3813.3928,41.65625","0.95105654,0,0,-0.309017"
10,level_010,,SwitchRegionTrigger3-4_drama,,"2706.2046,2555.6477,39.088856","0.99984771,0,0,0.017452477"
10,level_010,,SwitchRegionTrigger9-10_drama,,"2845.0549,1181.9634,55.229759","0.88701081,0,0,-0.46174857"
10,level_010,,SwitchRegionTrigger2-1,MHPlayerSpawnPoint2-1,"2234.448,3712.844,117.14568","0.6360783,0,0,0.77162451"
10,level_010,,SwitchRegionTrigger3-2_drama,,"2670.2764,2593.2615,38.50985","0.97236991,0,0,0.23344532"
10,level_010,,SwitchRegionTrigger1-3,MHPlayerSpawnPoint1-3,"2681.7646,2578.5305,39.607563","0.68199831,0,0,-0.73135376"
10,level_010,,SwitchRegionTrigger5-8,MHPlayerSpawnPoint5-8,"1168.5491,1343.6365,52.712761","0.24192198,0,0,0.97029573"
10,level_010,,SwitchRegionTriggerC-8_drama,,"244.31421,3875.2676,80.33831","0.98628563,0,0,-0.16504759"
10,level_010,,SwitchRegionTrigger9-8,MHPlayerSpawnPoint9-8,"1177.851,1318.545,51.93943","0.70710689,0,0,0.70710665"
10,level_010,,SwitchRegionTrigger8-5_drama,,"1176.2942,1356.8719,53.70179","0.86602539,0,0,0.50000006"
10,level_010,,SwitchRegionTrigger10-9,MHPlayerSpawnPoint10-9,"2809.8091,1153.9812,53.488918","0.49242362,0,0,0.87035567"
10,level_010,,SwitchRegionTrigger1-C_drama,,"2165.7471,3698.5125,124.00717","0.98162717,0,0,0.19080913"
10,level_010,,SwitchRegionTrigger2-3_drama,,"3314.4907,3794.6653,44.768566","0.53729957,0,0,-0.84339154"
10,level_010,,SwitchRegionTrigger7-5,MHPlayerSpawnPoint7-5,"2413.4768,2046.5961,134.74924","0.55193692,0,0,-0.83388591"
10,level_010,,SwitchRegionTriggerC-1_drama,,"256.36218,3910.1599,81.843292","0.97992468,0,0,-0.19936793"
10,level_010,,SwitchRegionTrigger5-3_drama,,"2504.4138,2068.9629,137.17123","0.90630776,0,0,-0.42261833"
10,level_010,,SwitchRegionTrigger6-3,MHPlayerSpawnPoint6-3,"2720.8845,2587.3789,35.353653","0.34202018,0,0,0.93969262"
10,level_010,,SwitchRegionTriggerC-8,MHPlayerSpawnPointC-8,"1114.5869,1326.8447,52.34375","-0.39874899,0,0,0.91706014"
10,level_010,,SwitchRegionTrigger3-5_drama,,"2748.0977,2583.2429,38.379585","0.84804809,0,0,0.52991927"
10,level_010,,SwitchRegionTrigger8-C_drama,,"1104.9235,1336.2069,55.370247","0.90258533,0,0,-0.43051106"
10,level_010,,SwitchRegionTrigger7-5_drama,,"2089.6477,1662.2079,32.810211","0.70710683,0,0,0.70710677"
10,level_010,,SwitchRegionTrigger2-3,MHPlayerSpawnPoint2-3,"2678.8442,2581.6675,38.610146","-0.49242347,0,0,0.87035573"
10,level_010,,SwitchRegionTrigger3-6,MHPlayerSpawnPoint3-6,"3353.51,1913.1814,33.564491","-0.26723832,0,0,0.9636305"
10,level_010,,SwitchRegionTrigger2-6_drama,,"3413.2764,3820.5293,43.696835","0.55193698,0,0,-0.83388585"
10,level_010,,SwitchRegionTrigger3-5,MHPlayerSpawnPoint3-5,"2485.2375,2051.978,135","0.49242362,0,0,0.87035567"
10,level_010,,SwitchRegionTrigger5-3,MHPlayerSpawnPoint5-3,"2731.6191,2573.9678,37.531502","0.68835461,0,0,0.72537434"
10,level_010,,SwitchRegionTrigger7-6,MHPlayerSpawnPoint7-6,"3356.9604,1868.4163,30.900726","0.96126169,0,0,-0.27563742"
10,level_010,,SwitchRegionTrigger9-8_drama,,"2727.5432,1117.2341,56.246727","0.99691737,0,0,-0.078459106"
10,level_010,,SwitchRegionTriggerC-1,MHPlayerSpawnPointC-1,"2181.0688,3703.2764,120.65295","0.8571673,0,0,-0.51503807"
10,level_010,,SwitchRegionTrigger6-9,MHPlayerSpawnPoint6-9,"2778.8521,1185.6764,53.78125","-0.095845625,0,0,0.9953962"
10,level_010,,SwitchRegionTrigger8-C,MHPlayerSpawnPoint8-C,"247.16151,3883.4294,80.912598","0.99452192,0,0,-0.10452852"
10,level_010,,SwitchRegionTrigger5-8_drama,,"2373.0156,2064.2417,134.79388","0.76604444,0,0,0.64278764"
10,level_010,,SwitchRegionTrigger8-9_drama,,"1193.6949,1315.5345,50.65799","0.99939084,0,0,-0.034899507"
10,level_010,,SwitchRegionTrigger9-6,MHPlayerSpawnPoint9-6,"3379.8608,1868.2749,32.293892","0.90630782,0,0,0.42261821"
10,level_010,,SwitchRegionTrigger2-1_drama,,"3310.4609,3854.1833,45.170307","0.91706014,0,0,-0.39874902"
10,level_010,,SwitchRegionTrigger3-1_drama,,"2661.6191,2576.8237,42.09586","0.79863554,0,0,-0.60181499"
10,level_010,,SwitchRegionTrigger6-2_drama,,"3386.2893,1925.9269,33.864059","0.98480773,0,0,-0.17364818"
10,level_010,,SwitchRegionTrigger6-2,MHPlayerSpawnPoint6-2,"3401.9302,3825.6016,42.050121","0.86602545,0,0,0.49999994"
10,level_010,,SwitchRegionTrigger5-7_drama,,"2405.7617,2034.6958,131.27672","0.3173047,0,0,0.94832367"
10,level_010,,SwitchRegionTrigger3-1,MHPlayerSpawnPoint3-1,"2231.2717,3698.8687,115.90163","0.90258533,0,0,0.43051103"
10,level_010,,SwitchRegionTrigger4-3,MHPlayerSpawnPoint4-3,"2709.376,2568.5049,37.89563","0.9876883,0,0,-0.15643457"
10,level_010,,SwitchRegionTrigger3-4,MHPlayerSpawnPoint3-4,"2725.5715,2431.998,43.265411","-0.13917299,0,0,0.99026811"
10,level_010,,SwitchRegionTrigger8-5,MHPlayerSpawnPoint8-5,"2391.6328,2064.4214,134.74924","0.55193692,0,0,-0.83388591"
10,level_010,,SwitchRegionTrigger1-2,MHPlayerSpawnPoint1-2,"3319.3567,3841.2246,41.456486","-0.40673655,0,0,0.91354549"
10,level_010,,SwitchRegionTrigger9-6_drama,,"2768.7517,1208.6722,54.818802","0.97814757,0,0,0.2079117"
10,level_010_nb4,,SwitchRegionTriggerC-1,MHPlayerSpawnPointC-1,"622.37811,1406.609,48.379013","0.99996191,0,0,0.008726432"
10,level_010_nb4,,SwitchRegionTriggerC-1_drama,,"1468.7351,1136.693,83.719032","0.19080898,0,0,0.98162717"
10,level_010_nb4,,SwitchRegionTrigger1-C_drama,,"628.69281,1365.3264,73.412201","0.9876883,0,0,0.15643451"
10,level_010_nb4,,SwitchRegionTrigger1-C,MHPlayerSpawnPoint1-C,"1479.8047,1128.7474,82.868408","-0.38268334,0,0,0.92387956"
11,level_011,,SwitchRegionTrigger_1to0,SwitchRegionPoint_1to0,"1329.7574,739.7699,49.236275","0.17364824,0,0,0.98480773"
11,level_011,,SwitchRegionTrigger_7to2_Tip,,"1241.1119,990.72369,61.254875","0.91354543,0,0,0.40673667"
11,level_011,,SwitchRegionTrigger_1to2,SwitchRegionPoint_1to2,"1338.9457,877.08508,57.8125","1,0,0,0"
11,level_011,,SwitchRegionTrigger_3to6_Tip,,"1111.2186,863.2832,62.744839","0.78801078,0,0,0.61566144"
11,level_011,,SwitchRegionTrigger_6to3,SwitchRegionPoint_6to3,"1114.2837,874.25555,61.144825","0.99619472,0,0,-0.087155752"
11,level_011,,SwitchRegionTrigger_0to3_Tip,,"1304.5363,710.2962,50.227192","0.99996191,0,0,0.0087265512"
11,level_011,,SwitchRegionTrigger_3to1,SwitchRegionPoint_3to0,"1313.3063,711.38196,47.631546","0.71325046,0,0,-0.70090926"
11,level_011,,SwitchRegionTrigger_3to1_Tip,,"1150.7941,874.32202,62.344902","0.77714598,0,0,-0.62932038"
11,level_011,,SwitchRegionTrigger_2to1_Tip,,"1342.3909,867.26062,57.975559","0.57357651,0,0,0.819152"
11,level_011,,SwitchRegionTrigger_1to0_Tip,,"1351.615,768.73016,56.997272","0.9426415,0,0,0.33380687"
11,level_011,,SwitchRegionTrigger_3to5_Tip,,"1096.136,895.73236,62.125851","0.99144489,0,0,-0.13052619"
11,level_011,,SwitchRegionTrigger_4to3,SwitchRegionPoint_4to7,"1207.0898,985.36938,61.2687","-0.017452352,0,0,0.99984771"
11,level_011,,SwitchRegionTrigger_7to2,SwitchRegionPoint_7to2,"1291.9204,953.77368,57.932915","0.53729957,0,0,-0.84339148"
11,level_011,,SwitchRegionTrigger_4to3_Tip,,"1204.6305,1021.9091,78.716652","1,0,0,0"
11,level_011,,SwitchRegionTrigger_2to1,SwitchRegionPoint_2to1,"1354.4471,819.36707,55.545544","-0.42261824,0,0,0.90630782"
11,level_011,,SwitchRegionTrigger_3to7_Tip,,"1177.3785,918.08185,62.29792","0.90996128,0,0,-0.41469327"
11,level_011,,SwitchRegionTrigger_7to4_Tip,,"1206.1725,991.27783,70.074028","0.99691737,0,0,0.078459091"
11,level_011,,SwitchRegionTrigger_5to8_Tip,,"954.96716,983.83258,63.741898","0.97437006,0,0,0.22495104"
11,level_011,,SwitchRegionTrigger_6to3_Tip,,"877.45819,902.00427,76.901047","0.74314481,0,0,-0.66913062"
11,level_011,,SwitchRegionTrigger_5to3,SwitchRegionPoint_5to3,"1111.3949,892.2439,61.03125","0.70090926,0,0,-0.71325046"
11,level_011,,SwitchRegionTrigger_3to6,SwitchRegionPoint_3to6,"875.68842,917.14496,74.938004","0.99862951,0,0,0.052335959"
11,level_011,,SwitchRegionTrigger_3to5,SwitchRegionPoint_3to5,"1025.3099,965.13458,60.813885","0.95881975,0,0,0.28401536"
11,level_011,,SwitchRegionTrigger_2to7,SwitchRegionPoint_2to7,"1233.0382,982.0318,61.272987","0.50753838,0,0,0.86162913"
11,level_011,,SwitchRegionTrigger_0to1,SwitchRegionPoint_0to1,"1363.3438,777.31323,55.546104","0.9335804,0,0,-0.35836795"
11,level_011,,SwitchRegionTrigger_7to3,SwitchRegionPoint_7to3,"1170.5824,910.26294,61.084839","0.39874902,0,0,0.91706008"
11,level_011,,SwitchRegionTrigger_8to5,SwitchRegionPoint_8to5,"968.6687,990.16541,61.851246","0.82412624,0,0,-0.56640619"
11,level_011,,SwitchRegionTrigger_3to7,SwitchRegionPoint_3to7,"1192.8405,947.91437,61.236008","0.99862951,0,0,-0.052336022"
11,level_011,,SwitchRegionTrigger_1to2_Tip,,"1345.4513,828.4906,56.934422","0.46174866,0,0,0.88701081"
11,level_011,,SwitchRegionTrigger_8to5_Tip,,"902.83771,946.82214,62.351097","0.95371693,0,0,0.30070582"
11,level_011,,SwitchRegionTrigger_2to7_Tip,,"1282.4797,959.04468,58.998779","0.96592581,0,0,-0.25881904"
11,level_011,,SwitchRegionTrigger_0to1_Tip,,"1333.903,750.20428,49.50787","0.98325491,0,0,-0.18223554"
11,level_011,,SwitchRegionTrigger_5to8,SwitchRegionPoint_5to8,"897.09399,941.87793,63.728283","0.44619778,0,0,0.89493442"
11,level_011,,SwitchRegionTrigger_7to4,SwitchRegionPoint_3to4,"1203.9386,1030.744,77.494293","1,0,0,0"
11,level_011,,SwitchRegionTrigger_0to3,SwitchRegionPoint_0to3,"1147.1732,886.6524,61.090183","0.98325491,0,0,0.18223555"
11,level_011,,SwitchRegionTrigger_7to3_Tip,,"1191.5911,938.42999,62.347637","0.9953962,0,0,-0.095845766"
11,level_011,,SwitchRegionTrigger_5to3_Tip,,"1033.2772,959.77777,61.321163","0.92718387,0,0,-0.37460661"
12,level_012,,PlayerRegionSwitch_1_To_0,PlayerRegionSwitch_R0_1,"603.99329,2128.6616,61.919899","9.1214012e-008,0,0,1"
12,level_012,,PlayerRegionSwitch_3_To_2,PlayerRegionSwitch_R2_2,"2435.3149,1863.9529,129.24608","0.95881975,0,0,-0.28401533"
12,level_012,,PlayerRegionSwitch_0_To_3,PlayerRegionSwitch_R3,"1863.3838,693.88782,504.3345","0.99965733,0,0,-0.026177047"
12,level_012,,PlayerRegionSwitch_3_To_2Tip2,,"1862.5865,684.88605,504.23077","0.99965733,0,0,-0.026177038"
12,level_012,,PlayerRegionSwitch_3_To_0,PlayerRegionSwitch_R0_3,"603.85419,2116.4368,61.962337","1,0,0,-6.569617e-008"
12,level_012,,PlayerRegionSwitch_0_To_1Tip1,,"603.43158,2135.251,64.597572","0.99996191,0,0,0.0087264879"
12,level_012,,PlayerRegionSwitch_1_To_0Tip,,"2028.7881,3271.1323,38.985756","0.57357657,0,0,-0.81915194"
12,level_012,,PlayerRegionSwitch_0_To_2,PlayerRegionSwitch_R2,"2330.5354,1994.5239,130.23866","0.72537434,0,0,-0.68835461"
12,level_012,,PlayerRegionSwitch_0_To_1Tip3,,"604.20551,2109.6335,64.597572","1.41065e-007,0,0,1"
12,level_012,,PlayerRegionSwitch_0_To_1,PlayerRegionSwitch_R1,"2039.7836,3263.9399,35.230762","0.58778536,0,0,-0.80901688"
12,level_012,,PlayerRegionSwitch_2_To_3,PlayerRegionSwitch_R2_3,"1866.3032,807.14569,479.59634","0.026176991,0,0,0.99965733"
12,level_012,,PlayerRegionSwitch_0_To_1Tip2,,"618.86487,2122.5247,64.597572","0.70710671,0,0,-0.70710683"
12,level_012,,PlayerRegionSwitch_2_To_0,PlayerRegionSwitch_R0_2,"612.71228,2123.4248,62.0215","0.70090932,0,0,0.7132504"
12,level_012,,PlayerRegionSwitch_2_To_0Tip,,"2320.9402,1997.762,133.93509","0.58070308,0,0,-0.81411546"
12,level_012,,PlayerRegionSwitch_3_To_2Tip1,,"1867.9695,816.3313,481.0545","0.99984771,0,0,0.017452307"
12,level_012,,PlayerRegionSwitch_2_To_3Tip,,"2430.28,1858.5522,134.44037","0.30901685,0,0,0.95105654"
12,level_012_02,,SwitchRegionTrigger1to6_drama,,"979.53375,379.36194,127.03535","0.99813479,0,0,0.061048523"
12,level_012_02,,SwitchRegionTrigger2to10_drama,,"316.68231,308.97705,360.4241","0.92050487,0,0,0.39073104"
12,level_012_02,,SwitchRegionTrigger1toC,MHPlayerSpawnPoint3,"1665.2522,367.1514,204.25","-0.052335974,0,0,0.99862951"
12,level_012_02,,SwitchRegionTrigger6to3_drama,,"1564.6366,1587.3265,145.18918","0.95881975,0,0,-0.28401539"
12,level_012_02,,SwitchRegionTrigger5to4_drama,,"355.78387,1017.4081,158.41341","0.99026805,0,0,-0.13917311"
12,level_012_02,,SwitchRegionTrigger5to4,MHPlayerSpawnPoint11,"991.81616,1007.6465,117.5779","0.35836789,0,0,0.93358046"
12,level_012_02,,SwitchRegionTrigger2to1,MHPlayerSpawnPoint6,"1012.1287,326.27081,127.09091","0.90630776,0,0,0.42261833"
12,level_012_02,,SwitchRegionTrigger2to3,MHPlayerSpawnPoint7,"1419.4675,892.89319,320.746","0.87881714,0,0,-0.47715876"
12,level_012_02,,SwitchRegionTrigger6to3,MHPlayerSpawnPoint16,"1409.6608,953.66937,321.33481","-0.32556808,0,0,0.94551861"
12,level_012_02,,SwitchRegionTrigger3to2_drama,,"1409.9977,886.00226,336.17041","0.89493436,0,0,-0.44619784"
12,level_012_02,,SwitchRegionTrigger3to6,MHPlayerSpawnPoint15,"1578.2771,1610.1555,142.73795","0.96814764,0,0,-0.25038001"
12,level_012_02,,SwitchRegionTrigger4to5_drama,,"1000.8732,1014.012,119.92386","0.91354543,0,0,-0.40673667"
12,level_012_02,,SwitchRegionTrigger6to2,MHPlayerSpawnPoint18,"982.5401,365.91705,124.625","-0.043619413,0,0,0.99904823"
12,level_012_02,,SwitchRegionTrigger5to3,MHPlayerSpawnPoint17,"1461.8577,834.8266,320.75","1,0,0,0"
12,level_012_02,,SwitchRegionTrigger1to6,MHPlayerSpawnPoint14,"1602.8939,1664.4445,142.5","-4.3711388e-008,0,0,1"
12,level_012_02,,SwitchRegionTrigger4to5,MHPlayerSpawnPoint12,"341.50055,1020.1368,156.29642","0.74314481,0,0,0.66913062"
12,level_012_02,,SwitchRegionTrigger1to5_drama,,"1664.7622,298.25598,206.79256","0.99691737,0,0,0.078459091"
12,level_012_02,,SwitchRegionTrigger1to2_drama,,"1019.8685,325.43454,129.63736","0.99357188,0,0,0.11320321"
12,level_012_02,,SwitchRegionTrigger3to2,MHPlayerSpawnPoint8,"313.99857,232.07149,358.00623","0.48480961,0,0,0.87461972"
12,level_012_02,,SwitchRegionTrigger2to3_drama,,"322.08282,236.504,356.26169","0.79335332,0,0,-0.60876143"
12,level_012_02,,SwitchRegionTrigger5to3_drama,,"328.99945,967.49335,154.99559","0.88701081,0,0,-0.46174863"
12,level_012_02,,SwitchRegionTrigger2to4,MHPlayerSpawnPoint9,"999.46265,974.2677,117.81969","0.84804809,0,0,0.52991927"
12,level_012_02,,SwitchRegionTrigger3to6_drama,,"1404.0968,963.44446,324.9267","0.97029573,0,0,0.24192187"
12,level_012_02,,SwitchRegionTrigger6to2_drama,MHPlayerSpawnPoint18,"982.5401,365.91705,124.625","-0.043619413,0,0,0.99904823"
12,level_012_02,,SwitchRegionTrigger1toC_drama,,"990.05646,289.45807,126.998","0.99939084,0,0,-0.034899507"
12,level_012_02,,SwitchRegionTriggerCto1,MHPlayerSpawnPoint2,"991.28113,298.02991,124.59054","0.99026805,0,0,-0.13917311"
12,level_012_02,,SwitchRegionTrigger3to5,MHPlayerSpawnPoint13,"321.86829,975.48297,155.78426","0.90258533,0,0,0.43051106"
12,level_012_02,,SwitchRegionTrigger4to2,MHPlayerSpawnPoint10,"281.54102,203.03264,357.80954","0.90630776,0,0,-0.42261836"
12,level_012_02,,SwitchRegionTrigger4to2_drama,,"1011.0568,965.7561,120.32718","0.93041754,0,0,-0.3665013"
12,level_012_02,,SwitchRegionTrigger1to5,MHPlayerSpawnPoint4,"325.09698,1053.8976,156.19481","-0.4146933,0,0,0.90996128"
12,level_012_02,,SwitchRegionTrigger2to4_drama,,"268.15518,203.32449,360.69833","1,0,0,0"
12,level_012_02,,SwitchRegionTrigger1to2,MHPlayerSpawnPoint5,"320.66428,297.08063,358","0.017452389,0,0,0.99984771"
12,level_012_02,,SwitchRegionTriggerCto1_drama,,"1666.3372,374.58688,205.86751","1,0,0,0"
12,level_012_02,,SwitchRegionTrigger3to5_drama,,"1463.9214,815.7088,324.9292","0.99619472,0,0,0.087155774"
14,level_014,,SRT_9_To_8_Tip,,"1059.8407,1979.1987,386.45789","-0.46947148,0,0,0.88294762"
14,level_014,,SRT_7_To_6_Tip,,"1107.2708,1660.0745,356.60379","0.9304176,0,0,-0.36650118"
14,level_014,,SRT_8_To_7,SRT_8_To_7_Point,"1173.0292,1630.2009,353.94766","0.71933979,0,0,0.6946584"
14,level_014,,SRT_5_To_2_Tip,,"112.96528,920.04718,167.71051","0.95371693,0,0,-0.30070582"
14,level_014,,SRT_0_To_1,SRT_0_To_1_Point,"262.16159,374.27979,341.00128","0.98162723,0,0,-0.19080892"
14,level_014,,SRT_7_To_4_Tip,,"1164.3688,1574.8391,357.29633","0.84804809,0,0,-0.52991921"
14,level_014,,SRT_1_To_0,SRT_1_To_0_Point,"1163.781,169.2314,31.938309","0.069756523,0,0,0.99756402"
14,level_014,,SRT_4_To_1_Tip,,"838.58716,782.82031,361.66019","0.74314487,0,0,-0.6691305"
14,level_014,,SRT_6_To_2,SRT_6_To_2_Point,"308.94339,1117.2219,382.25","-0.42261821,0,0,0.90630782"
14,level_014,,SRT_6_To_5,SRT_6_To_5_Point,"95.379738,976.71466,165.45062","0.22495103,0,0,0.97437012"
14,level_014,,SRT_3_To_1_Tip,,"1540.2217,362.37524,359.54391","0.90258527,0,0,-0.43051115"
14,level_014,,SRT_1_To_0_Tip,,"257.86838,362.39618,341.39722","0.98628557,0,0,-0.16504763"
