# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,装填速度,晃动偏移,反动大小,射速,可用配件1,可用配件2,可用配件3,配件3参数,可用配件4,可用子弹1,子弹1装填数量,子弹1发射类型,子弹1后坐力,可用子弹2,子弹2装填数量,子弹2发射类型,子弹2后坐力,可用子弹3,子弹3装填数量,子弹3发射类型,子弹3后坐力,可用子弹4,子弹4装填数量,子弹4发射类型,子弹4后坐力,可用子弹5,子弹5装填数量,子弹5发射类型,子弹5后坐力,可用子弹6,子弹6装填数量,子弹6发射类型,子弹6后坐力,可用子弹7,子弹7装填数量,子弹7发射类型,子弹7后坐力,可用子弹8,子弹8装填数量,子弹8发射类型,子弹8后坐力,可用子弹9,子弹9装填数量,子弹9发射类型,子弹9后坐力,可用子弹10,子弹10装填数量,子弹10发射类型,子弹10后坐力,可用子弹11,子弹11装填数量,子弹11发射类型,子弹11后坐力,可用子弹12,子弹12装填数量,子弹12发射类型,子弹12后坐力,可用子弹13,子弹13装填数量,子弹13发射类型,子弹13后坐力,可用子弹14,子弹14装填数量,子弹14发射类型,子弹14后坐力,可用子弹15,子弹15装填数量,子弹15发射类型,子弹15后坐力,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
413421,荧煌启辉·S,30天时装武器<BR>S级雷闪系弩炮时装。荧煌启辉是灌注了雷电意志的电甲虫弩炮，机巧的点火装置操作起来十分便利。,1,4,ep_nby_08,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,2592000,,350479,350479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413422,荧煌启辉·S,365天时装武器<BR>S级雷闪系弩炮时装。荧煌启辉是灌注了雷电意志的电甲虫弩炮，机巧的点火装置操作起来十分便利。,1,4,ep_nby_08,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350479,350479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413423,荧煌启辉·S,无时限时装武器<BR>S级雷闪系弩炮时装。荧煌启辉是灌注了雷电意志的电甲虫弩炮，机巧的点火装置操作起来十分便利。,1,4,ep_nby_08,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,402823,0,,350479,350479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51411,火流星巴奇+蓄能枪管,使用铠龙素材制作的构造复杂的重弩，能射出具有强大破坏力的子弹，据说还能撕裂空间，弩炮的架构异常坚固。,80,3,ep_kl_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350039,350039,80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,294,0,-15,0,0,0,0,0,0,0,0,0,0,0,300,0,0,294,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,10,蓄力,小,通常弹2级,8,,小,散弹1级,6,,小,散弹2级,6,,小,散弹3级,6,蓄力,大,贯通弹1级,6,蓄力,中,贯通弹2级,6,,中,火焰弹,6,,小,致眠弹,6,,中,猛毒弹,6,,中,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1426,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
51412,山伏弩+速射枪管,速度极快的弩，使用剑刹狼亚种的素材制作而成，在肉眼不可见的速度内，连续攻击怪物的弱点。,80,3,ep_nbxy_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350464,350464,80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,285,0,-10,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,10,,小,通常弹3级,8,,中,散弹1级,6,,中,散弹2级,6,速射3发,中,散弹3级,6,速射3发,大,贯通弹1级,6,,中,彻甲榴弹1级,3,,大,麻痹弹,6,,大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1436,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
51512,复相位炮+蓄能枪管,使用御五相荒厄龙素材锻造的弩炮，据说在工艺上采用了极为复杂的技术。,85,3,ep_nb5_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350024,350024,85,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,317,0,-13,0,0,0,0,0,0,0,0,0,0,0,300,0,317,317,317,0,317,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,10,蓄力,小,通常弹3级,8,,小,贯通弹1级,6,,小,贯通弹2级,6,蓄力,中,散弹2级,6,蓄力,小,散弹3级,6,,中,电击弹,6,,小,火焰弹,6,,小,水冷弹,6,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1416,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
51511,金狮火枪+速射枪管,以金狮子素材打造的弩炮，每一击重炮都隐隐伴有雷鸣。,85,3,ep_jsz_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350465,350465,85,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,303,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,303,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,速射3发,小,散弹1级,6,,小,散弹2级,6,速射3发,小,散弹3级,6,速射3发,中,电击弹,6,速射3发,小,麻痹弹,6,,中,猛毒弹,6,,中,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1406,109,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
51513,重炮左轮天,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,95,3,ep_pvp002_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,420524,0,,350500,350500,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,362,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,362,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
51514,重炮左轮极,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,95,3,ep_pvp002_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,421924,0,,350500,350500,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,362,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,362,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
51561,Fallenvoid,,1,7,ep_lyl_08,1,1,1,2,1,5,2,0,0,1,0,0,320000,1600,0,0,0,,350466,350466,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,161,0,13,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,161,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹3级,8,,小,散弹1级,6,,中,散弹2级,6,速射3发,中,散弹3级,6,,大,贯通弹1级,6,,小,彻甲榴弹1级,3,,中,水冷弹,6,速射3发,小,麻痹弹,6,,中,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10171,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.67,,,3.67,,,,,,,,,,,,,,,,,
51563,蚀劫之炼+蓄能枪管,熊熊燃烧的炼火啊，即使掺杂阴谋，亦能焚尽一切伪善。,100,4,ep_xgl_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350515,350515,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,438,0,7,0,0,0,0,0,0,0,0,0,0,0,300,0,438,0,0,0,438,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,蓄力,小,通常弹3级,8,,小,散弹1级,6,,小,散弹2级,6,蓄力,小,贯通弹1级,6,,小,贯通弹2级,6,蓄力,中,贯通弹3级,6,,小,水冷弹,6,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1476,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
51562,葵星铁砲+速射枪管,迸射葵星子弹的弩炮，威力与响声都震天动地。轰鸣的一刻，改写了战争与许多人的命运。,100,4,ep_kdx_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350516,350516,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,471,0,-15,0,0,0,0,0,0,0,0,0,0,0,300,0,471,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,速射3发,小,通常弹3级,8,,小,贯通弹1级,6,速射3发,小,贯通弹2级,6,速射3发,中,贯通弹3级,6,,中,彻甲榴弹1级,3,,中,彻甲榴弹2级,3,,中,水冷弹,6,,小,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1486,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
51564,新重炮左轮天,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,105,4,ep_pvp002_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,420524,0,,350520,350520,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,424,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,424,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
51565,新重炮左轮极,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,105,4,ep_pvp002_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,421924,0,,350520,350520,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,424,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,424,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
51566,Hoary Gun,,1,7,ep_fyl_08,1,1,1,2,1,5,2,0,0,1,0,0,320000,1600,0,0,0,,350533,350533,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,169,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,169,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,蓄力,中,散弹1级,6,,中,散弹2级,6,蓄力,中,散弹3级,6,,大,彻甲榴弹1级,3,,大,彻甲榴弹2级,3,蓄力,大,电击弹,6,,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10175,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.87,,,,,3.87,,,,,,,,,,,,,,,
420420,雪球发射器,7天时装武器<BR>雪球发射器造型的弩炮时装。打着彩结的圣诞糖果棒，挂着精致的圣诞铃铛，炮口能高速射出圣诞雪球，带来了浓郁的圣诞节日气氛。,1,4,ep_ma015_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,604800,,350270,350270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420421,雪球发射器,30天时装武器<BR>雪球发射器造型的弩炮时装。打着彩结的圣诞糖果棒，挂着精致的圣诞铃铛，炮口能高速射出圣诞雪球，带来了浓郁的圣诞节日气氛。,1,4,ep_ma015_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,2592000,,350270,350270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420422,雪球发射器,365天时装武器<BR>雪球发射器造型的弩炮时装。打着彩结的圣诞糖果棒，挂着精致的圣诞铃铛，炮口能高速射出圣诞雪球，带来了浓郁的圣诞节日气氛。,1,4,ep_ma015_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350270,350270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420423,雪球发射器,无时限时装武器<BR>雪球发射器造型的弩炮时装。打着彩结的圣诞糖果棒，挂着精致的圣诞铃铛，炮口能高速射出圣诞雪球，带来了浓郁的圣诞节日气氛。,1,4,ep_ma015_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,401023,0,,350270,350270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420220,竹笋铳枪,7天时装武器<BR>以巨大竹笋为原料，制作的竹笋铳枪。竹子与生俱来的坚韧与弹性，能极大的增幅铳枪的威力，是绝佳的纯天然武器材料。,1,4,ep_ma080_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,604800,,350550,350550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420221,竹笋铳枪,30天时装武器<BR>以巨大竹笋为原料，制作的竹笋铳枪。竹子与生俱来的坚韧与弹性，能极大的增幅铳枪的威力，是绝佳的纯天然武器材料。,1,4,ep_ma080_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,2592000,,350550,350550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420222,竹笋铳枪,365天时装武器<BR>以巨大竹笋为原料，制作的竹笋铳枪。竹子与生俱来的坚韧与弹性，能极大的增幅铳枪的威力，是绝佳的纯天然武器材料。,1,4,ep_ma080_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350550,350550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420223,竹笋铳枪,无时限时装武器<BR>以巨大竹笋为原料，制作的竹笋铳枪。竹子与生俱来的坚韧与弹性，能极大的增幅铳枪的威力，是绝佳的纯天然武器材料。,1,4,ep_ma080_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,401023,0,,350550,350550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421220,神机火+速射枪管·古铜,7天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp002_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,604800,,350560,350560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421221,神机火+速射枪管·古铜,30天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp002_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,2592000,,350560,350560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
