# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
423681,水瓶枪,使用期限30天,1,4,ep_ma062_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,2592000,,330574,330574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423682,水瓶枪,使用期限365天,1,4,ep_ma062_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,31536000,,330574,330574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423683,水瓶枪,,1,4,ep_ma062_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,405483,0,,330574,330574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423880,水瓶特效枪,使用期限7天,1,4,ep_ma062_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,604800,,330575,330575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423881,水瓶特效枪,使用期限30天,1,4,ep_ma062_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,2592000,,330575,330575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423882,水瓶特效枪,使用期限365天,1,4,ep_ma062_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,31536000,,330575,330575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423883,水瓶特效枪,,1,4,ep_ma062_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,405683,0,,330575,330575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57567,悲哀重枪,,120,4,ep_kbl_12,1,1,1,2,1,3,2,0,0,1,0,0,600000,6000,0,0,0,,330548,330548,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,539,0,-7,3000000,620000,1250000,1850000,2100000,2500000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,0,120,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1348,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
57568,雷枪【雷光】,枪尖可无限释放出雷光，集苍空之雷于一体。,120,4,ep_ql_12,1,1,1,2,1,3,2,0,0,1,0,0,600000,6000,0,0,0,,330478,330478,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,532,0,0,3000000,110000,960000,1490000,1820000,2500000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,134,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1348,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
57569,征龙战戟,,1,7,ep_lsl_12,1,1,1,2,1,3,2,0,0,1,0,0,320000,1600,0,0,0,,330549,330549,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,118,0,13,1250000,350000,800000,1040000,1470000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,67,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10186,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.7,,,,,,1.54,,,,,,,,,,,,,,
57572,刺破螺旋天S6,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的长枪。通过内藏的机关，可以让长枪的枪头急速旋转，刺破阻挡在面前的一切障碍。,120,4,ep_pvp002_u05_q,1,1,1,2,1,3,2,0,0,1,0,0,600000,6000,0,420524,0,,330598,330598,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,670,0,0,3000000,1420000,1620000,2020000,2250000,2500000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1268,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
57573,刺破螺旋极S6,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的长枪。通过内藏的机关，可以让长枪的枪头急速旋转，刺破阻挡在面前的一切障碍。,120,4,ep_pvp002_u05_q,1,1,1,2,1,3,2,0,0,1,0,0,600000,6000,0,421924,0,,330598,330598,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,670,0,0,3000000,1420000,1620000,2020000,2250000,2500000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1268,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
424480,尾晶蝎亚种改色长枪,使用期限7天,1,4,ep_sp007_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,604800,,330597,330597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424481,尾晶蝎亚种改色长枪,使用期限30天,1,4,ep_sp007_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,2592000,,330597,330597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424482,尾晶蝎亚种改色长枪,使用期限365天,1,4,ep_sp007_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,31536000,,330597,330597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424483,尾晶蝎亚种改色长枪,,1,4,ep_sp007_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,405483,0,,330597,330597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424280,花匠的浪漫,7天时装武器<BR>藤蔓花艺造型的长枪时装。既能清新空气，又能耍耍花枪，是居家旅行出门狩猎之必备武器。,1,4,ep_masp024_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,604800,,330596,330596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424281,花匠的浪漫,30天时装武器<BR>藤蔓花艺造型的长枪时装。既能清新空气，又能耍耍花枪，是居家旅行出门狩猎之必备武器。,1,4,ep_masp024_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,2592000,,330596,330596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424282,花匠的浪漫,365天时装武器<BR>藤蔓花艺造型的长枪时装。既能清新空气，又能耍耍花枪，是居家旅行出门狩猎之必备武器。,1,4,ep_masp024_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,31536000,,330596,330596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424283,花匠的浪漫,无时限时装武器<BR>藤蔓花艺造型的长枪时装。既能清新空气，又能耍耍花枪，是居家旅行出门狩猎之必备武器。,1,4,ep_masp024_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,405483,0,,330596,330596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425080,铁枪·骨金,7天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp006_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,604800,,330609,330609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425081,铁枪·骨金,30天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp006_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,2592000,,330609,330609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425082,铁枪·骨金,365天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp006_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,31536000,,330609,330609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425083,铁枪·骨金,无时限时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp006_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,405483,0,,330609,330609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427080,辉光骑士枪·S,7天时装武器<BR>S级辉光骑士枪，借鉴龙人遗迹超文明武器的设计理念，采用龙光宝玉打造而成的长枪。奇特的制作工艺能随心所欲的运用龙光宝玉的能量，并绽放出绚烂夺目的光芒。,1,4,ep_ma051_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,604800,,330624,330624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427081,辉光骑士枪·S,30天时装武器<BR>S级辉光骑士枪，借鉴龙人遗迹超文明武器的设计理念，采用龙光宝玉打造而成的长枪。奇特的制作工艺能随心所欲的运用龙光宝玉的能量，并绽放出绚烂夺目的光芒。,1,4,ep_ma051_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,2592000,,330624,330624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427082,辉光骑士枪·S,365天时装武器<BR>S级辉光骑士枪，借鉴龙人遗迹超文明武器的设计理念，采用龙光宝玉打造而成的长枪。奇特的制作工艺能随心所欲的运用龙光宝玉的能量，并绽放出绚烂夺目的光芒。,1,4,ep_ma051_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,31536000,,330624,330624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427083,辉光骑士枪·S,无时限时装武器<BR>S级辉光骑士枪，借鉴龙人遗迹超文明武器的设计理念，采用龙光宝玉打造而成的长枪。奇特的制作工艺能随心所欲的运用龙光宝玉的能量，并绽放出绚烂夺目的光芒。,1,4,ep_ma051_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,411033,0,,330624,330624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57575,真·元徒戈,取砦蟹至坚甲壳锻造出的神器，加持仙人的法力，只有刺向虚空时才能感知全部威力。,115,5,ep_lsx_12,1,1,1,2,1,3,2,0,0,1,0,0,600000,6000,0,0,0,,330022,330022,115,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,565,0,-13,3000000,740000,1310000,1570000,2110000,2450000,3050000,3850000,3850000,3850000,3850000,300,0,123,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,11,12,13,,,,1,,,,,,,Y,,,1,1,1,,,,1802,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
57576,真·元徒戈【千重】,取砦蟹独行种的至坚甲壳锻造出的神器，加持仙人的法力，只有刺向虚空时才能感知全部威力。,115,5,ep_lsx2_12,1,1,1,2,1,3,2,0,0,1,0,0,600000,6000,0,0,0,,330283,330283,115,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,470,0,10,3000000,130000,340000,600000,1320000,2250000,3140000,4000000,4000000,4000000,4000000,300,0,0,173,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,21,22,23,,,,1,,,,,,,Y,,,1,1,1,,,,1812,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
57577,真·阳离之宝杵,擎此枪者，屹山海于沸境兮，以身支其天地。,115,5,ep_lyl_12,1,1,1,2,1,3,2,0,0,1,0,0,600000,6000,0,0,0,,330466,330466,115,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,470,0,10,3000000,920000,1000000,1810000,2180000,2450000,3200000,4000000,4000000,4000000,4000000,300,0,0,173,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,21,22,23,,,,1,,,,,,,Y,,,1,1,1,,,,1822,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
57578,真·龙木之古枪,,115,5,ep_fyl_12,1,1,1,2,1,3,2,0,0,1,0,0,600000,6000,0,0,0,,330533,330533,115,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,483,0,0,3000000,830000,1460000,1590000,2060000,2400000,3100000,3800000,3800000,3800000,3800000,300,0,0,0,0,0,0,0,0,120,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1832,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
57579,刺破螺旋天S7,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的长枪。通过内藏的机关，可以让长枪的枪头急速旋转，刺破阻挡在面前的一切障碍。,120,4,ep_pvp002_u06_q,1,1,1,2,1,3,2,0,0,1,0,0,600000,6000,0,420524,0,,330627,330627,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,685,0,0,3000000,1420000,1620000,2020000,2250000,2500000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1268,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
57580,刺破螺旋极S7,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的长枪。通过内藏的机关，可以让长枪的枪头急速旋转，刺破阻挡在面前的一切障碍。,120,4,ep_pvp002_u06_q,1,1,1,2,1,3,2,0,0,1,0,0,600000,6000,0,421924,0,,330627,330627,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,685,0,0,3000000,1420000,1620000,2020000,2250000,2500000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1268,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
427880,森流枪·雪青,7天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp008_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,604800,,330628,330628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427881,森流枪·雪青,30天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp008_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,2592000,,330628,330628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427882,森流枪·雪青,365天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp008_q,1,1,1,2,5,3,2,0,0,1,0,0,99999,1,1,0,31536000,,330628,330628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
