# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,需求地区ID,需求LevelMode,需求关卡ID,物品使用次数,CD时间,共享CD组,副本中使用次数,CD下线是否保留,使用目标,动作技能,物品使用功能1名称,物品使用功能1参数1,物品使用功能1参数2,物品使用功能1参数3,物品使用功能2名称,物品使用功能2参数1,物品使用功能2参数2,物品使用功能2参数3,物品使用功能3名称,物品使用功能3参数1,物品使用功能3参数2,物品使用功能3参数3,物品使用功能4名称,物品使用功能4参数1,物品使用功能4参数2,物品使用功能4参数3,可否被偷窃,共享携带上限组ID,物品伤害信息,排序参数,商城索引ID,素材分类_1,素材价值_1,素材分类_2,素材价值_2,素材分类_3,素材价值_3,素材分类_4,素材价值_4,素材分类_5,素材价值_5,素材分类_6,素材价值_6,素材分类_7,素材价值_7,素材分类_8,素材价值_8,素材分类_9,素材价值_9,素材分类_10,素材价值_10,随机狩猎奖励点,解绑道具,解绑道具数量
10007,星盘礼·陆,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁6个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,星盘礼·柒,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁7个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,4010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,,,,,,,,,,,,,,,,,,,,,,,,,,
10009,星盘礼·捌,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁8个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,4011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,,,,,,,,,,,,,,,,,,,,,,,,,,
10010,星盘礼·玖,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁9个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,4012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,,,,,,,,,,,,,,,,,,,,,,,,,,
10011,星盘礼·拾,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁10个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,星盘礼·拾壹,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁11个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,星盘礼·拾贰,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁12个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,星盘达人礼包,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get Material Dissolventx2,随机2~6点Hunting Soul Point,随机2~6点Burning Soul Point,并有一定概率Get 水瓶座黄金弩·S（7天）x1</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">累计解锁10颗星后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,4016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,,,,,,,,,,,,,,,,,,,,,,,,,,
10015,天地争锋·猎团奖(壹),"""<FONT COLOR=\""\#68A16A\"" >Use：Get Silver zennys×3000、烈魂点×15、Monster Material box x3、Accomodation Book×10</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,2,gifts_resident_system_green,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10015,,1,,,,,,,,,,,,,,,,,,,,,,,,
10016,天地争锋·猎团奖(贰),"""<FONT COLOR=\""\#68A16A\"" >Use：Get Silver zennys×5000、烈魂点×20、Monster Material box x4、Accomodation Book×11</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,2,gifts_resident_system_green,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016,,1,,,,,,,,,,,,,,,,,,,,,,,,
10017,天地争锋·猎团奖(叁),"""<FONT COLOR=\""\#68A16A\"" >Use：Get Silver zennys×7000、烈魂点×25、Monster Material box x5、Accomodation Book×12</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,2,gifts_resident_system_green,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017,,1,,,,,,,,,,,,,,,,,,,,,,,,
10018,天地争锋·猎团奖(肆),"""<FONT COLOR=\""\#68A16A\"" >Use：Get Silver zennys×10000、烈魂点×30、Monster Material box x6、Accomodation Book×13</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,3,gifts_resident_system_red,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018,,1,,,,,,,,,,,,,,,,,,,,,,,,
10019,天地争锋·猎团奖(伍),"""<FONT COLOR=\""\#68A16A\"" >Use：Get Silver zennys×13000、烈魂点×35、Monster Material box x7、Accomodation Book×15</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,3,gifts_resident_system_red,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019,,1,,,,,,,,,,,,,,,,,,,,,,,,
10020,天地争锋·猎团奖(陆),"""<FONT COLOR=\""\#68A16A\"" >Use：Get Silver zennys×16000、烈魂点×40、Monster Material box x8、Accomodation Book×18</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,3,gifts_resident_system_red,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020,,1,,,,,,,,,,,,,,,,,,,,,,,,
10021,天地争锋·猎团奖(柒),"""<FONT COLOR=\""\#68A16A\"" >Use：Get Silver zennys×20000、烈魂点×45、Monster Material box x9、Accomodation Book×21</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,4,gifts_resident_system_bule,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10021,,1,,,,,,,,,,,,,,,,,,,,,,,,
10022,天地争锋·猎团奖(捌),"""<FONT COLOR=\""\#68A16A\"" >Use：Get Silver zennys×20000、烈魂点×50、Monster Material box x10、Accomodation Book×25</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,4,gifts_resident_system_bule,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022,,1,,,,,,,,,,,,,,,,,,,,,,,,
10023,天地争锋·猎团奖(玖),"""<FONT COLOR=\""\#68A16A\"" >Use：Get Silver zennys×20000、烈魂点×55、Monster Material box x15、Accomodation Book×30</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,4,gifts_resident_system_bule,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10023,,1,,,,,,,,,,,,,,,,,,,,,,,,
10024,天地争锋·个人奖(壹),"""<FONT COLOR=\""\#68A16A\"" >Use：Get Silver zennys×3000、天地争锋祭典币×10、艾露素材溶剂×5、Monster Material box×3、Hunter Set Tokenx3</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,2,gifts_resident_system_green,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024,,1,,,,,,,,,,,,,,,,,,,,,,,,
10025,天地争锋·个人奖(贰),"""<FONT COLOR=\""\#68A16A\"" >Use：Silver zennys×5000、SvE Ticket×15、Advanced Skill Coin×3、Hunting Soul Point×10、Hunter Set Tokenx3</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,2,gifts_resident_system_green,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10025,,1,,,,,,,,,,,,,,,,,,,,,,,,
10026,天地争锋·个人奖(叁),"""<FONT COLOR=\""\#68A16A\"" >Use：Get Silver zennys×8000、天地争锋祭典币×20、艾露素材溶剂×8、Monster Material box×5、Hunter Set Tokenx3</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,2,gifts_resident_system_green,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10026,,1,,,,,,,,,,,,,,,,,,,,,,,,
10027,天地争锋·个人奖(肆),"""<FONT COLOR=\""\#68A16A\"" >Use：Silver zennys×12000、SvE Ticket×25、Relic Slate×5、狩魂石×2、Hunter Set Tokenx3</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,3,gifts_resident_system_red,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10027,,1,,,,,,,,,,,,,,,,,,,,,,,,
10028,天地争锋·个人奖(伍),"""<FONT COLOR=\""\#68A16A\"" >Use：Get Silver zennys×16000、天地争锋祭典币×30、艾露素材溶剂×13、Monster Material box×7、Hunter Set Tokenx3</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,3,gifts_resident_system_red,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10028,,1,,,,,,,,,,,,,,,,,,,,,,,,
10029,天地争锋·个人奖(陆),"""<FONT COLOR=\""\#68A16A\"" >Use：Silver zennys×20000、SvE Ticket×35、Advanced Skill Coin×7、Rare Ticket×1、Jewelry jade×5</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,3,gifts_resident_system_red,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10029,,1,,,,,,,,,,,,,,,,,,,,,,,,
10030,天地争锋·个人奖(柒),"""<FONT COLOR=\""\#68A16A\"" >Use：Silver zennys×25000、SvE Ticket×50、Material Dissolvent×21、Rare Ticket×1、Jewelry jade×5</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,4,gifts_resident_system_bule,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10030,,1,,,,,,,,,,,,,,,,,,,,,,,,
10031,天地争锋·个人奖(捌),"""<FONT COLOR=\""\#68A16A\"" >Use：Silver zennys×30000、SvE Ticket×100、狩魂石x3、Rare Ticket×1、咸鱼的梦想(30天)</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,4,gifts_resident_system_bule,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10031,,1,,,,,,,,,,,,,,,,,,,,,,,,
10032,天地争锋·个人奖(玖),"""<FONT COLOR=\""\#68A16A\"" >Use：SvE Ticket×150、Rare Ticket×2</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,4,gifts_resident_system_bule,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10032,,1,,,,,,,,,,,,,,,,,,,,,,,,
10033,天地争锋·胜者奖,"""<FONT COLOR=\""\#68A16A\"" >Use：Meow Meow Coinsx200、烤熟的肉x100、material Growth Couponx10</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,4,gifts_resident_system_green,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10033,,1,,,,,,,,,,,,,,,,,,,,,,,,
10034,天地争锋·败者奖,"""<FONT COLOR=\""\#68A16A\"" >Use：Meow Meow Coinsx200、烤熟的肉x100、material Growth Couponx10</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,4,gifts_resident_system_red,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10034,,1,,,,,,,,,,,,,,,,,,,,,,,,
10035,天地争锋·胜者精选奖,"""<FONT COLOR=\""\#68A16A\"" >Use：Get 天地之证.真S6×1、Title『天地狩王·陆』×1、天地之荣耀(王冠30天)x1</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,4,gifts_resident_system_green,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10035,,1,,,,,,,,,,,,,,,,,,,,,,,,
10036,天地争锋·胜者荣耀奖,"""<FONT COLOR=\""\#68A16A\"" >Use：Get 天地之证.真S6×1、天地之荣耀(王冠30天)x1</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,4,gifts_resident_system_red,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10036,,1,,,,,,,,,,,,,,,,,,,,,,,,
10037,天地争锋·胜者敢斗奖,"""<FONT COLOR=\""\#68A16A\"" >Use：必得Monster Material box×15、武器直升卷轴（105）、幸运猎人has a chance of 获得以下道具：天地之证.真S6×1、天地之证.极S6×1、雷霆震怒之戒×1</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：天地争锋对抗季</FONT><BR>""",1,4,gifts_resident_system_bule,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10037,,1,,,,,,,,,,,,,,,,,,,,,,,,
10038,爱的信物,"""<FONT COLOR=\""\#68A16A\"" >情人节信物</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：情人节活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">该道具将于2017年3月6日后统一回收 </FONT>""",1,4,mart_firework2_middle,1,0,1,1,10,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10038,,,,,,,,,,,,,,,,,,,,,,,,,,
10039,钻石·比翼双飞,"""<FONT COLOR=\""\#68A16A\"" >右键使用，当背包中有待镶嵌的戒指（可以尝试和别人交换）时，即可合成Get 活动纪念道具“比翼双飞对戒”。</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：情人节活动</FONT><BR>""",1,1,prop_ore_11,1,0,1,1,10,0,0,0,999,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,道具转化,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10039,,1,,,,,,,,,,,,,,,,,,,,,,,,
10040,戒托·比翼双飞,"""<FONT COLOR=\""\#68A16A\"" >右键使用，当背包中有用于镶嵌的钻石（可以尝试和别人交换）时，即可合成Get 活动纪念道具“比翼双飞对戒”。</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：情人节活动</FONT><BR>""",1,1,prop_gem_08,1,0,1,1,10,0,0,0,999,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,道具转化,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10040,,1,,,,,,,,,,,,,,,,,,,,,,,,
10041,比翼双飞原料包,"""<FONT COLOR=\""\#68A16A\"" >Use：Will obtainBurning Soul Pointx10，并Get 钻石.比翼双飞x2或戒托.比翼双飞x2。</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：情人节活动</FONT><BR>""",1,4,Mart_Coop_CommonPack01_s,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10041,,1,,,,,,,,,,,,,,,,,,,,,,,,
10042,太古之块派送礼包.壹,"""<FONT COLOR=\""\#68A16A\"" >Use：Silver zennysx15000,\""太古之块·旷\""碎片x1</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Activities</FONT><BR>""",1,4,gifts_resident_system_green,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10042,,1,,,,,,,,,,,,,,,,,,,,,,,,
10043,太古之块派送礼包.贰,"""<FONT COLOR=\""\#68A16A\"" >Use：Silver zennysx15000,\""太古之块·旷\""碎片x2,Hunting Soul Pointx1</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Activities</FONT><BR>""",1,4,gifts_resident_system_red,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10043,,1,,,,,,,,,,,,,,,,,,,,,,,,
10044,太古之块派送礼包.叁,"""<FONT COLOR=\""\#68A16A\"" >Use：Silver zennysx15000,\""太古之块·旷\""碎片x2,Hunting Soul Pointx1,Burning Soul Pointx1</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Activities</FONT><BR>""",1,4,gifts_resident_system_bule,1,0,1,1,9,2,0,10,999,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10044,,1,,,,,,,,,,,,,,,,,,,,,,,,
10045,Holiday Bags,"""<FONT COLOR=\""\#68A16A\"" >Use：Will obtain得material Growth Couponx1,Monster Material box x1,1888~8888银币,概率获得\""太古之块·旷\""碎片x1、狩魂点x2、烈魂点x1。</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：活动</FONT><BR>""",1,4,Mart_Coop_CommonPack02_s,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,6308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10045,,,,,,,,,,,,,,,,,,,,,,,,,,
10046,双鱼座星盘,"""<FONT COLOR=\""\#68A16A\"" >代表十二黄道星座双鱼座的星盘</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">（2017年3月27日后将失效自动删除）</FONT>""",1,4,prop_food_hunter,1,0,1,1,10,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10046,,,,,,,,,,,,,,,,,,,,,,,,,,
10047,双鱼座称号碎片,"""<FONT COLOR=\""\#68A16A\"" >Use：2个称号碎片可以组合成为稀有称号</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >活动道具</FONT>""",1,4,decompose_player_fd_lv3,1,0,1,1,10,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,道具转化,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10047,,,,,,,,,,,,,,,,,,,,,,,,,,
10048,星盘礼·I,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁1个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10048,,,,,,,,,,,,,,,,,,,,,,,,,,
10049,星盘礼·II,"""<FONT COLOR=\""\#68A16A\"" >Use：打开后Get 活动奖励</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：星盘活动</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >累计解锁2个星座后即可领取</FONT>""",1,5,gifts_media_to_purple,1,0,1,1,9,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,4053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10049,,,,,,,,,,,,,,,,,,,,,,,,,,
