# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,排序参数,强化规则,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
80080,Bolt Necklace·XIX,"""完全看不出啥造型的一团，也许是在狂风中凝练的项链吧。\n（穿戴该装备需要角色等级至少150级）""",1,11,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,32,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80081,Draco Necklace·I,"""教官年轻时与古龙作战得到的战利品，似乎可以用一些材料进行加工的样子，不如在工匠那试试吧。\n（穿戴该装备需要角色等级至少1级）""",1,1,prop_gem_07,1,0,1,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80082,Draco Necklace·II,"""据说是被封入古龙之力的串珠，由于外表陈旧，感觉可信度较低。\n（穿戴该装备需要角色等级至少5级）""",1,1,prop_gem_07,1,0,1,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80084,Draco Necklace·III,"""龙人族的秘制配饰，蕴含着不可思议的力量。\n（穿戴该装备需要角色等级至少10级）""",1,1,prop_gem_07,1,0,2,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80085,Draco Necklace·IV,"""龙人族的秘制配饰进阶版，工匠花费的力量以数倍计。\n（穿戴该装备需要角色等级至少15级）""",1,1,prop_gem_07,1,0,2,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80086,Draco Necklace·V,"""由象征灾厄的龙牙制成，暴戾嗜血的黑暗属性，随时准备吞噬所有者的意识。\n（穿戴该装备需要角色等级至少20级）""",1,2,prop_gem_07,1,0,3,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80087,Draco Necklace·VI,"""自从上一位所有者狂暴后，暴戾嗜血的黑暗属性似乎更为强大了。\n（穿戴该装备需要角色等级至少25级）""",1,2,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80088,Draco Necklace·VII,"""龙泪形成的琥珀，以其存世稀少，显得尤为珍贵。\n（穿戴该装备需要角色等级至少30级）""",1,2,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80089,Draco Necklace·VIII,"""这可不是一颗，这是一串！\n（穿戴该装备需要角色等级至少35级）""",1,2,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80090,Draco Necklace·IX,"""据说由一块大地的龙玉加工制成，但却没有人相信。\n（穿戴该装备需要角色等级至少40级）""",1,3,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,13,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80091,Draco Necklace·X,"""龙玉更加完整了，至于是不是真的有谁会关心呢。\n（穿戴该装备需要角色等级至少45级）""",1,3,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80092,Draco Necklace·XI,"""由古龙木制成的东方样式的坠饰，拥有无穷的武神之力。\n（穿戴该装备需要角色等级至少50级）""",1,4,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,16,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80093,Draco Necklace·XII,"""坠饰纹着古老的文字，有一种摄人心魄的力量。\n（穿戴该装备需要角色等级至少55级）""",1,4,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80094,Draco Necklace·XIII,"""据说是某种未被发现的古龙鳞片所制成的纹章，挂在胸前怕亵渎了她。\n（穿戴该装备需要角色等级至少120级）""",1,5,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80095,Draco Necklace·XIV,"""飞镖串成的项链，命中后会闪亮发光，即使夜晚也让目标无处可藏。\n（穿戴该装备需要角色等级至少125级）""",1,6,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,22,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80096,Draco Necklace·XV,"""飞镖串成的项链，命中后会闪亮发光，即使夜晚也让目标无处可藏。\n（穿戴该装备需要角色等级至少130级）""",1,7,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80097,Draco Necklace·XVI,"""表面透明的胶质就像流淌的口水，虽然有些恶心，但是确实另类。\n（穿戴该装备需要角色等级至少135级）""",1,8,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,26,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80098,Draco Necklace·XVII,"""表面透明的胶质就像流淌的口水，虽然有些恶心，但是确实另类。\n（穿戴该装备需要角色等级至少140级）""",1,9,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,28,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80099,Draco Necklace·XVIII,"""张牙舞爪的龙首吊坠，一般野兽见了都逃之夭夭。\n（穿戴该装备需要角色等级至少145级）""",1,10,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,30,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80100,Draco Necklace·XIX,"""张牙舞爪的龙首吊坠，一般野兽见了都逃之夭夭。\n（穿戴该装备需要角色等级至少150级）""",1,11,prop_gem_07,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,32,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101,Ice Necklace·I,"""教官年轻时从雪山回来的时候，全身冻结，同时冻结的还有这串项链。不如在工匠那试试加工吧。\n（穿戴该装备需要角色等级至少1级）""",1,1,prop_gem_02,1,0,1,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80102,Ice Necklace·II,"""用特殊方法保存的冰结晶，清新纯净，在少女之中非常流行。\n（穿戴该装备需要角色等级至少5级）""",1,1,prop_gem_02,1,0,1,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80104,Ice Necklace·III,"""成长于雪山的坚木，冰霜结入木质肌理，制成串珠之后仍能感受到寒气。\n（穿戴该装备需要角色等级至少10级）""",1,1,prop_gem_02,1,0,2,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80105,Ice Necklace·IV,"""同样是成长于雪山的坚木，在不同的材料处理下效果更加出众。\n（穿戴该装备需要角色等级至少15级）""",1,1,prop_gem_02,1,0,2,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80106,Ice Necklace·V,"""取材冰晶类矿石的装饰挂件，冰冷异常。\n（穿戴该装备需要角色等级至少20级）""",1,2,prop_gem_02,1,0,3,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80107,Ice Necklace·VI,"""取材冰晶类矿石的装饰挂件，设计别出心裁。\n（穿戴该装备需要角色等级至少25级）""",1,2,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80108,Ice Necklace·VII,"""据说是取寒气之源头制成的勾玉，表面经常会结出厚厚的冰霜，可惜并不完整。\n（穿戴该装备需要角色等级至少30级）""",1,2,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,10,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80109,Ice Necklace·VIII,"""据说是取寒气之源头制成的勾玉，表面经常会结出厚厚的冰霜。\n（穿戴该装备需要角色等级至少35级）""",1,2,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,11,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80110,Ice Necklace·IX,"""将难得一见的霜华拓印在矿石之上制成饰品，寒冷的效果相当出众。\n（穿戴该装备需要角色等级至少40级）""",1,3,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,13,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80111,Ice Necklace·X,"""采用了完全不同的手法将霜华禁在矿石中，放在手上能感受这囚禁了一万年的愤怒，哦不，寒冷。\n（穿戴该装备需要角色等级至少45级）""",1,3,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,14,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80112,Ice Necklace·XI,"""古龙吐息而凝结的矿脉，取一整块制成冻息短链，佩戴时一定要多穿保暖衣物。\n（穿戴该装备需要角色等级至少50级）""",1,4,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,16,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80113,Ice Necklace·XII,"""寒意锁进了矿脉，寒意锁进了项链，寒意锁进了心。\n（穿戴该装备需要角色等级至少55级）""",1,4,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,18,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80114,Ice Necklace·XIII,"""不知名矿石雕刻出皇冠形状的项链，当之无愧的雪域之王。\n（穿戴该装备需要角色等级至少120级）""",1,5,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,20,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80115,Ice Necklace·XIV,"""雪花形的玉片串联的项链，仿佛酣睡在肩头的飞雪。\n（穿戴该装备需要角色等级至少125级）""",1,6,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,22,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80116,Ice Necklace·XV,"""雪花形的玉片串联的项链，仿佛酣睡在肩头的飞雪。\n（穿戴该装备需要角色等级至少130级）""",1,7,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,24,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80117,Ice Necklace·XVI,"""夏季都不会融化的冰珠，极其稀有。\n（穿戴该装备需要角色等级至少135级）""",1,8,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,26,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80118,Ice Necklace·XVII,"""夏季都不会融化的冰珠，极其稀有。\n（穿戴该装备需要角色等级至少140级）""",1,9,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,28,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80119,Ice Necklace·XVIII,"""碰触到的事物都会瞬间冰冻，佩戴它也是件很危险的事，但不乏尝试之人。\n（穿戴该装备需要角色等级至少145级）""",1,10,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,30,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80120,Ice Necklace·XIX,"""碰触到的事物都会瞬间冰冻，佩戴它也是件很危险的事，但不乏尝试之人。\n（穿戴该装备需要角色等级至少150级）""",1,11,prop_gem_02,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,32,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
