# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,气刃槽最大值,衰减速度,LV1时间,LV2时间,LV3时间,维持满状态时间,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
424060,星陨灼炎刀·S,7天时装武器<BR>星陨魔装专属S级双刀时装。刀身使用古朴厚重的星陨金属打造而成，能收束暴烈的魔能并发挥出强大的破坏力。,1,4,ep_nb7_14,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,604800,,360576,360576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424061,星陨灼炎刀·S,30天时装武器<BR>星陨魔装专属S级双刀时装。刀身使用古朴厚重的星陨金属打造而成，能收束暴烈的魔能并发挥出强大的破坏力。,1,4,ep_nb7_14,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,2592000,,360576,360576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424062,星陨灼炎刀·S,365天时装武器<BR>星陨魔装专属S级双刀时装。刀身使用古朴厚重的星陨金属打造而成，能收束暴烈的魔能并发挥出强大的破坏力。,1,4,ep_nb7_14,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,31536000,,360576,360576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424063,星陨灼炎刀·S,无时限时装武器<BR>星陨魔装专属S级双刀时装。刀身使用古朴厚重的星陨金属打造而成，能收束暴烈的魔能并发挥出强大的破坏力。,1,4,ep_nb7_14,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,402463,0,,360576,360576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423260,晓风双剑·明玕,7天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_xf_14,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,604800,,360573,360573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423261,晓风双剑·明玕,30天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_xf_14,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,2592000,,360573,360573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423262,晓风双剑·明玕,365天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_xf_14,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,31536000,,360573,360573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423263,晓风双剑·明玕,无时限时装武器<BR>极限猎人挑战活动奖励,1,4,ep_xf_14,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,400663,0,,360573,360573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423660,水瓶双刀,使用期限7天,1,4,ep_ma062_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,604800,,360574,360574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423661,水瓶双刀,使用期限30天,1,4,ep_ma062_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,2592000,,360574,360574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423662,水瓶双刀,使用期限365天,1,4,ep_ma062_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,31536000,,360574,360574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423663,水瓶双刀,,1,4,ep_ma062_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,400663,0,,360574,360574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423860,水瓶特效双刀,使用期限7天,1,4,ep_ma062_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,604800,,360575,360575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423861,水瓶特效双刀,使用期限30天,1,4,ep_ma062_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,2592000,,360575,360575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423862,水瓶特效双刀,使用期限365天,1,4,ep_ma062_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,31536000,,360575,360575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423863,水瓶特效双刀,,1,4,ep_ma062_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,402463,0,,360575,360575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405260,冰糖葫芦,7天时装武器<BR>极具东方特色的双刀时装。使用特制的竹签串起美味的野果，并包裹晶莹的糖衣，是老少咸宜的美味小吃。,1,4,ep_ma020_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,604800,,360278,360278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405261,冰糖葫芦,30天时装武器<BR>极具东方特色的双刀时装。使用特制的竹签串起美味的野果，并包裹晶莹的糖衣，是老少咸宜的美味小吃。,1,4,ep_ma020_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,2592000,,360278,360278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405262,冰糖葫芦,365天时装武器<BR>极具东方特色的双刀时装。使用特制的竹签串起美味的野果，并包裹晶莹的糖衣，是老少咸宜的美味小吃。,1,4,ep_ma020_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,31536000,,360278,360278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405263,冰糖葫芦,无时限时装武器<BR>极具东方特色的双刀时装。使用特制的竹签串起美味的野果，并包裹晶莹的糖衣，是老少咸宜的美味小吃。,1,4,ep_ma020_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,400663,0,,360278,360278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403460,临惊天双刀特效,使用期限7天,1,4,ep_ma020_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,604800,,360572,360572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403461,临惊天双刀特效,使用期限30天,1,4,ep_ma020_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,2592000,,360572,360572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403462,临惊天双刀特效,使用期限365天,1,4,ep_ma020_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,31536000,,360572,360572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403463,临惊天双刀特效,,1,4,ep_ma020_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,402463,0,,360572,360572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55577,愤怒双刃,,120,4,ep_kbl_14,1,1,1,2,1,6,2,0,0,1,0,0,600000,6000,0,0,0,,360548,360548,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,539,0,-7,3000000,270000,830000,930000,1390000,2400000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,0,120,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1344,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
55578,祭囃子·叫雹之调,轻分双翼能听到雷鸣之调的不可思议武器，调名《天穹之风雹》。,120,4,ep_ql_14,1,1,1,2,1,6,2,0,0,1,0,0,600000,6000,0,0,0,,360478,360478,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,532,0,0,3000000,1180000,1540000,1980000,2130000,2400000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,134,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1344,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
55579,双龙剑,,1,7,ep_lsl_14,1,1,1,2,1,6,2,0,0,1,0,0,320000,1600,0,0,0,,360549,360549,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,118,0,13,1250000,350000,800000,1040000,1470000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,67,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10186,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.7,,,,,,1.54,,,,,,,,,,,,,,
424260,艾露双重奏,7天时装武器<BR>梅杰波尔坦布偶协会专属定制的双刀武器，两只艾露猫布偶被注入了单身喵的求爱叫声，每次拔刀都能听到它们对爱的渴望，传说使用的越多越容易找到另一半。,1,4,ep_masp024_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,604800,,360596,360596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424261,艾露双重奏,30天时装武器<BR>梅杰波尔坦布偶协会专属定制的双刀武器，两只艾露猫布偶被注入了单身喵的求爱叫声，每次拔刀都能听到它们对爱的渴望，传说使用的越多越容易找到另一半。,1,4,ep_masp024_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,2592000,,360596,360596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424262,艾露双重奏,365天时装武器<BR>梅杰波尔坦布偶协会专属定制的双刀武器，两只艾露猫布偶被注入了单身喵的求爱叫声，每次拔刀都能听到它们对爱的渴望，传说使用的越多越容易找到另一半。,1,4,ep_masp024_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,31536000,,360596,360596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424263,艾露双重奏,无时限时装武器<BR>梅杰波尔坦布偶协会专属定制的双刀武器，两只艾露猫布偶被注入了单身喵的求爱叫声，每次拔刀都能听到它们对爱的渴望，传说使用的越多越容易找到另一半。,1,4,ep_masp024_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,400663,0,,360596,360596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55582,极电双钻天S6,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的双刀。接通电极后，即可高速旋转的钻头，根本停不下来！,120,4,ep_pvp002_u05_s,1,1,1,2,1,6,2,0,0,1,0,0,600000,6000,0,420524,0,,360598,360598,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,670,0,0,3000000,1020000,1170000,1890000,2130000,2400000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1264,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
55583,极电双钻极S6,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的双刀。接通电极后，即可高速旋转的钻头，根本停不下来！,120,4,ep_pvp002_u05_s,1,1,1,2,1,6,2,0,0,1,0,0,600000,6000,0,421924,0,,360598,360598,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,670,0,0,3000000,1020000,1170000,1890000,2130000,2400000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1264,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
424460,尾晶蝎亚种改色双刀,使用期限7天,1,4,ep_sp007_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,604800,,360597,360597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424461,尾晶蝎亚种改色双刀,使用期限30天,1,4,ep_sp007_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,2592000,,360597,360597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424462,尾晶蝎亚种改色双刀,使用期限365天,1,4,ep_sp007_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,31536000,,360597,360597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424463,尾晶蝎亚种改色双刀,,1,4,ep_sp007_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,400663,0,,360597,360597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425060,铁制双剑·骨金,7天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp006_s,1,1,1,2,5,6,2,0,0,1,0,0,99999,1,1,0,604800,,360609,360609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
