# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,排序参数,强化规则,染色规则,物品过期Tag,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
65254,R.Khezu Faulds·S,使用R.Khezu素材打造的腰部防具，多层的设计很有层次感。,1,9,ep_hdl_05,1,0,1,2,2,4,2,0,0,1,0,0,80000,160,0,0,0,411206,421206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,70,,,,,,,,,,,,,,,,,,,,,,,,-6,2,6,0,2,,,,,,,,,,,123,2,66,4,53,2,115,3,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60132,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65255,R.Khezu Greaves·S,使用R.Khezu素材打造的腿部防具，能像R.Khezu一般飞跃起来。,1,9,ep_hdl_04,1,0,1,2,2,5,2,0,0,1,0,0,80000,160,0,0,0,511206,521206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,70,,,,,,,,,,,,,,,,,,,,,,,,-6,2,6,0,2,,,,,,,,,,,123,2,66,4,53,2,115,3,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60132,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65256,R.Khezu Cap·S,远程猎人装备，使用R.Khezu的素材打造，组装了眼罩来增加射击的精确度。,1,9,ep_hdl_01,1,0,1,2,2,1,2,0,0,1,0,0,80000,160,0,0,0,112206,122206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,42,,,,,,,,,,,,,,,,,,,,,,,,-5,2,5,0,2,,,,,,,,,,,123,2,66,2,53,2,115,4,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60132,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65257,R.Khezu Guards·S,远程猎人装备，使用R.Khezu的素材打造，工匠特意采用了并不对称的制作方法。,1,9,ep_hdl_03,1,0,1,2,2,2,2,0,0,1,0,0,80000,160,0,0,0,212206,222206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,3,3,,42,,,,,,,,,,,,,,,,,,,,,,,,-5,1,5,0,1,,,,,,,,,,,123,2,66,1,53,2,115,2,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60132,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65258,R.Khezu Vest·S,远程猎人装备，使用R.Khezu的素材打造，胸前也贴心的增加了弹夹。,1,9,ep_hdl_02,1,0,1,2,2,3,2,0,0,1,0,0,80000,160,0,0,0,312206,322206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,42,,,,,,,,,,,,,,,,,,,,,,,,-5,2,5,0,2,,,,,,,,,,,123,2,66,4,53,2,115,3,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60132,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65259,R.Khezu Coat·S,远程猎人装备，使用R.Khezu的素材打造，对射手的保护很出众。,1,9,ep_hdl_05,1,0,1,2,2,4,2,0,0,1,0,0,80000,160,0,0,0,412206,422206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,42,,,,,,,,,,,,,,,,,,,,,,,,-5,2,5,0,2,,,,,,,,,,,123,2,66,4,53,2,115,3,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60132,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65260,R.Khezu Pants·S,远程猎人装备，使用R.Khezu的素材打造，深受进阶猎人喜爱。,1,9,ep_hdl_04,1,0,1,2,2,5,2,0,0,1,0,0,80000,160,0,0,0,512206,522206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,42,,,,,,,,,,,,,,,,,,,,,,,,-5,1,5,0,1,,,,,,,,,,,123,2,66,4,53,2,115,3,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60132,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65261,C.Basar Helm·S,以C.Basar素材制作的头部防具，集素材的硬度与美感于一身,1,9,ep_yl_01,1,0,1,2,2,1,2,0,0,1,0,0,80000,160,0,0,0,111068,121068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,70,,,,,,,,,,,,,,,,,,,,,,,,0,-2,0,4,-2,,,,,,,,,,,51,3,5,2,60,2,25,2,1,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60129,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65262,C.Basar Braces·S,以C.Basar素材制作的腕部防具，让每一下挥出的拳头，能带着岩石的吐息,1,9,ep_yl_03,1,0,1,2,2,2,2,0,0,1,0,0,80000,160,0,0,0,211068,221068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,70,,,,,,,,,,,,,,,,,,,,,,,,0,-2,0,4,-2,,,,,,,,,,,51,2,5,2,60,2,25,2,1,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60129,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65263,C.Basar Mail·S,以C.Basar素材制作的胸部防具，密不透风的设计使得无论多渺小的尘埃，也无法入侵,1,9,ep_yl_02,1,0,1,2,2,3,2,0,0,1,0,0,80000,160,0,0,0,311068,321068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,70,,,,,,,,,,,,,,,,,,,,,,,,0,-2,0,5,-2,,,,,,,,,,,51,1,5,2,60,2,25,2,1,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60129,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65264,C.Basar Faulds·S,以C.Basar素材制作的腰部防具，长期穿戴能逐渐消除猎人经年累月的腰部损伤,1,9,ep_yl_05,1,0,1,2,2,4,2,0,0,1,0,0,80000,160,0,0,0,411068,421068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,70,,,,,,,,,,,,,,,,,,,,,,,,0,-2,0,4,-2,,,,,,,,,,,51,1,5,2,60,2,25,2,1,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60129,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65265,C.Basar Greaves·S,以C.Basar素材制作的足部防具，穿戴后，能令猎人产生足底生风的错觉,1,9,ep_yl_04,1,0,1,2,2,5,2,0,0,1,0,0,80000,160,0,0,0,511068,521068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,3,3,,70,,,,,,,,,,,,,,,,,,,,,,,,0,-2,0,4,-2,,,,,,,,,,,51,3,5,2,60,2,25,2,1,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60129,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65266,C.Basar Cap·S,以C.Basar素材制作的头部防具，集素材的硬度与美感于一身,1,9,ep_yl_01,1,0,1,2,2,1,2,0,0,1,0,0,80000,160,0,0,0,112068,122068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,42,,,,,,,,,,,,,,,,,,,,,,,,0,-2,0,3,-2,,,,,,,,,,,41,3,5,2,60,2,25,2,1,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60129,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65267,C.Basar Guards·S,以C.Basar素材制作的腕部防具，让每一下挥出的拳头，能带着岩石的吐息,1,9,ep_yl_03,1,0,1,2,2,2,2,0,0,1,0,0,80000,160,0,0,0,212068,222068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,42,,,,,,,,,,,,,,,,,,,,,,,,0,-1,0,3,-1,,,,,,,,,,,41,2,5,2,60,2,25,2,1,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60129,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65268,C.Basar Vest·S,以C.Basar素材制作的胸部防具，密不透风的设计使得无论多渺小的尘埃，也无法入侵,1,9,ep_yl_02,1,0,1,2,2,3,2,0,0,1,0,0,80000,160,0,0,0,312068,322068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,42,,,,,,,,,,,,,,,,,,,,,,,,0,-2,0,4,-2,,,,,,,,,,,41,1,5,2,60,2,25,2,1,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60129,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65269,C.Basar Coat·S,以C.Basar素材制作的腰部防具，长期穿戴能逐渐消除猎人经年累月的腰部损伤,1,9,ep_yl_05,1,0,1,2,2,4,2,0,0,1,0,0,80000,160,0,0,0,412068,422068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,42,,,,,,,,,,,,,,,,,,,,,,,,0,-2,0,4,-2,,,,,,,,,,,41,1,5,2,60,2,25,2,1,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60129,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65270,C.Basar Pants·S,以C.Basar素材制作的足部防具，穿戴后，能令猎人产生足底生风的错觉,1,9,ep_yl_04,1,0,1,2,2,5,2,0,0,1,0,0,80000,160,0,0,0,512068,522068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,3,3,,42,,,,,,,,,,,,,,,,,,,,,,,,0,-1,0,3,-1,,,,,,,,,,,41,3,5,2,60,2,25,2,1,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60129,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65271,S.Hypno Helm·S,使用S.Hypno素材制造的头部防具，是征服S.Hypno的标志。,1,9,ep_ymn_01,1,0,1,2,2,1,2,0,0,1,0,0,80000,160,0,0,0,111211,121211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,70,,,,,,,,,,,,,,,,,,,,,,,,2,-2,-2,2,0,,,,,,,,,,,20,1,44,2,36,3,55,2,114,-5,0,0,,,,,,,,Y,,,1,1,1,,,,60127,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65272,S.Hypno Braces·S,使用S.Hypno素材制造的腕部防具，在手臂部分模仿了翅膀的形态。,1,9,ep_ymn_03,1,0,1,2,2,2,2,0,0,1,0,0,80000,160,0,0,0,211211,221211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,70,,,,,,,,,,,,,,,,,,,,,,,,2,-2,-2,2,0,,,,,,,,,,,20,3,44,2,36,3,55,2,114,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60127,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65273,S.Hypno Mail·S,使用S.Hypno素材打造的胸部防具，让猎人能灵活闪避怪物的攻击。,1,9,ep_ymn_02,1,0,1,2,2,3,2,0,0,1,0,0,80000,160,0,0,0,311211,321211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,3,3,,70,,,,,,,,,,,,,,,,,,,,,,,,2,-2,-2,2,0,,,,,,,,,,,20,4,44,2,36,3,55,2,114,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60127,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65274,S.Hypno Faulds·S,使用S.Hypno素材打造的腰部防具，在腰部插上了Hypno羽毛显得与众不同。,1,9,ep_ymn_05,1,0,1,2,2,4,2,0,0,1,0,0,80000,160,0,0,0,411211,421211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,70,,,,,,,,,,,,,,,,,,,,,,,,2,-2,-2,2,0,,,,,,,,,,,20,1,44,2,36,3,55,2,114,-1,0,0,,,,,,,,Y,,,1,1,1,,,,60127,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65275,S.Hypno Greaves·S,使用S.Hypno素材打造的腿部防具，能像S.Hypno一般飞跃起来。,1,9,ep_ymn_04,1,0,1,2,2,5,2,0,0,1,0,0,80000,160,0,0,0,511211,521211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,70,,,,,,,,,,,,,,,,,,,,,,,,2,-2,-2,2,0,,,,,,,,,,,20,1,44,2,36,3,55,2,114,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60127,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65276,S.Hypno Cap·S,远程猎人装备，使用S.Hypno的素材打造，据说是从一个部落学习来的制作技巧.,1,9,ep_ymn_01,1,0,1,2,2,1,2,0,0,1,0,0,80000,160,0,0,0,112211,122211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,42,,,,,,,,,,,,,,,,,,,,,,,,2,-2,-2,2,0,,,,,,,,,,,20,1,44,2,36,3,55,2,114,-5,0,0,,,,,,,,Y,,,1,1,1,,,,60127,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65277,S.Hypno Guards·S,远程猎人装备，使用S.Hypno的素材打造，柔软耐磨的质地在猎人中很受欢迎。,1,9,ep_ymn_03,1,0,1,2,2,2,2,0,0,1,0,0,80000,160,0,0,0,212211,222211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,42,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-1,1,0,,,,,,,,,,,20,3,44,2,36,3,55,2,114,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60127,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65278,S.Hypno Vest·S,远程猎人装备，使用S.Hypno的素材打造，仅提供基础的防御，减少了身体负荷。,1,9,ep_ymn_02,1,0,1,2,2,3,2,0,0,1,0,0,80000,160,0,0,0,312211,322211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,3,3,,42,,,,,,,,,,,,,,,,,,,,,,,,2,-2,-2,2,0,,,,,,,,,,,20,4,44,2,36,3,55,2,114,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60127,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65279,S.Hypno Coat·S,远程猎人装备，使用S.Hypno的素材打造，为了猎人行动方便作了大量的改进。,1,9,ep_ymn_05,1,0,1,2,2,4,2,0,0,1,0,0,80000,160,0,0,0,412211,422211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,42,,,,,,,,,,,,,,,,,,,,,,,,2,-2,-2,2,0,,,,,,,,,,,20,1,44,2,36,3,55,2,114,-1,0,0,,,,,,,,Y,,,1,1,1,,,,60127,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65280,S.Hypno Pants·S,远程猎人装备，使用S.Hypno的素材打造，能经受多种地形的考验。,1,9,ep_ymn_04,1,0,1,2,2,5,2,0,0,1,0,0,80000,160,0,0,0,512211,522211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,42,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-1,1,0,,,,,,,,,,,20,1,44,2,36,3,55,2,114,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60127,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
65281,One-Eared Helm·S,用One-Eared素材打造的头部防具，穿戴后能提升猎人五感的敏锐度,1,9,ep_hln_01,1,0,1,2,2,1,2,0,0,1,0,0,80000,160,0,0,0,111070,121070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,70,,,,,,,,,,,,,,,,,,,,,,,,-6,4,4,2,0,,,,,,,,,,,49,3,57,2,119,2,19,2,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60136,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65282,One-Eared Braces·S,用One-Eared素材打造的腕部防具，即使赤手空拳的猎人，穿戴它，也能产生战胜怪物的勇气,1,9,ep_hln_03,1,0,1,2,2,2,2,0,0,1,0,0,80000,160,0,0,0,211070,221070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,70,,,,,,,,,,,,,,,,,,,,,,,,-6,4,4,2,0,,,,,,,,,,,49,3,57,2,119,2,19,2,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60136,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65283,One-Eared Mail·S,用One-Eared素材打造的胸部防具，在沐浴怪物的鲜血后，其色泽会更加鲜Ran动人,1,9,ep_hln_02,1,0,1,2,2,3,2,0,0,1,0,0,80000,160,0,0,0,311070,321070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,3,3,,70,,,,,,,,,,,,,,,,,,,,,,,,-7,5,5,2,0,,,,,,,,,,,49,2,57,1,119,2,19,2,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60136,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65284,One-Eared Faulds·S,用One-Eared素材打造的腰部防具，是一个精益求精的匠人苦思冥想三天三夜后灵感涌现的结晶,1,9,ep_hln_05,1,0,1,2,2,4,2,0,0,1,0,0,80000,160,0,0,0,411070,421070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,70,,,,,,,,,,,,,,,,,,,,,,,,-6,4,4,2,0,,,,,,,,,,,49,3,57,2,119,2,19,2,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60136,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65285,One-Eared Greaves·S,用One-Eared素材打造的足部防具，凝聚着One-Eared的野性与愤怒,1,9,ep_hln_04,1,0,1,2,2,5,2,0,0,1,0,0,80000,160,0,0,0,511070,521070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,,3,,70,,,,,,,,,,,,,,,,,,,,,,,,-6,4,4,2,0,,,,,,,,,,,49,4,57,3,119,2,19,2,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60136,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
65286,One-Eared Cap·S,用One-Eared素材打造的头部防具，穿戴后能提升猎人五感的敏锐度,1,9,ep_hln_01,1,0,1,2,2,1,2,0,0,1,0,0,80000,160,0,0,0,112070,122070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,42,,,,,,,,,,,,,,,,,,,,,,,,-5,3,3,2,0,,,,,,,,,,,49,3,57,2,131,2,19,2,11,-2,0,0,,,,,,,,Y,,,1,1,1,,,,60136,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
