# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,劲力槽1段,劲力槽2段,附加劲力值,衰减速度,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
212006,精钢斩斧,,1,6,ep_unem002_x,1,1,1,2,1,12,2,0,0,1,0,0,200000,1000,0,0,0,,420709,420709,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,174,0,0,750000,300000,600000,1050000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16120004,16120015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10002,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.5,,,,,,,,,,,,,,,,,,,,
211110,梦谣【直】,,1,3,ep_mn_16,1,1,1,2,1,12,2,0,0,1,0,0,8000,40,0,0,0,,420014,420014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,1,10,63,0,8,750000,300000,500000,950000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,14,0,,0,0,0,0,0,0,0,0,0,16120007,16120012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10116,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.13,,,,,,,,,,,,,,,,,,0.69,,
212110,梦谣【象】,,1,5,ep_mn_16,1,1,1,2,1,12,2,0,0,1,0,0,150000,750,0,0,0,,420014,420014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,1,10,105,0,8,1250000,300000,500000,950000,1350000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,16120007,16120012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10116,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.13,,,,,,,,,,,,,,,,,,0.69,,
213110,梦谣【精】,,1,8,ep_mn_16,1,1,1,2,1,12,2,0,0,1,0,0,550000,2750,0,0,0,,420014,420014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,1,10,152,0,8,1750000,300000,500000,950000,1350000,2100000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,33,0,,0,0,0,0,0,0,0,0,0,16120007,16120012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10116,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.13,,,,,,,,,,,,,,,,,,0.69,,
214110,梦谣【想】,,1,12,ep_mn_16,1,1,1,2,1,12,2,0,0,1,0,0,2000000,10000,0,0,0,,420014,420014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,1,10,219,0,12,2250000,300000,500000,950000,1350000,2100000,2550000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,48,0,,0,0,0,0,0,0,0,0,0,16120007,16120012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10116,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.07,,,,,,,,,,,,,,,,,,0.67,,
210157,梦谣【入】,,1,5,ep_ymn_16,1,1,1,2,1,12,2,0,0,1,0,0,150000,750,0,0,0,,420211,420211,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,121,0,-8,1250000,140000,380000,690000,1330000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,16,0,,0,0,0,0,0,0,0,0,0,16120007,16120012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10127,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.58,,,,,,,,,,,,,,,,,,0.49,,
213157,梦谣【感】,,1,9,ep_ymn_16,1,1,1,2,1,12,2,0,0,1,0,0,800000,4000,0,0,0,,420211,420211,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,196,0,-12,1750000,140000,380000,690000,1330000,2080000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,27,0,,0,0,0,0,0,0,0,0,0,16120007,16120012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10127,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.64,,,,,,,,,,,,,,,,,,0.5,,
214157,梦谣【时】,,1,13,ep_ymn_16,1,1,1,2,1,12,2,0,0,1,0,0,2500000,12500,0,0,0,,420211,420211,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,292,0,-15,2250000,140000,380000,690000,1330000,2080000,2510000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,40,0,,0,0,0,0,0,0,0,0,0,16120007,16120012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10127,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.7,,,,,,,,,,,,,,,,,,0.51,,
210227,梦谣【反】,,1,6,ep_jmn_16,1,1,1,2,1,12,2,0,0,1,0,0,200000,1000,0,0,0,,420392,420392,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,1,10,111,0,8,1250000,140000,380000,690000,1330000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,30,0,,0,0,0,0,0,0,0,0,0,16120007,16120012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10154,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.87,,,,,,,,,,,,,,,,,,0.77,,
213227,梦谣【病】,,1,10,ep_jmn_16,1,1,1,2,1,12,2,0,0,1,0,0,1200000,6000,0,0,0,,420392,420392,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,1,10,170,0,8,1750000,140000,380000,690000,1330000,1810000,1980000,2750000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,54,0,,0,0,0,0,0,0,0,0,0,16120007,16120012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10154,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.9,,,,,,,,,,,,,,,,,,0.91,,
214227,梦谣【春】,,1,14,ep_jmn_16,1,1,1,2,1,12,2,0,0,1,0,0,3200000,16000,0,0,0,,420392,420392,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,1,10,229,0,8,2250000,140000,380000,690000,1330000,1810000,1980000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,72,0,,0,0,0,0,0,0,0,0,0,16120007,16120012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10154,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.66,,,,,,,,,,,,,,,,,,0.84,,
213566,凯旋圣歌【寒凝】,,1,10,ep_byl_16,1,1,1,2,1,12,2,0,0,1,0,0,1200000,6000,0,0,0,,420547,420547,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,189,0,11,1750000,360000,650000,940000,1550000,2160000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,62,0,0,0,,0,0,0,0,0,0,0,0,0,16120004,16120015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10181,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.22,,,,,,,1.05,,,,,,,,,,,,,
214566,凯旋圣歌【永封】,,1,14,ep_byl_16,1,1,1,2,1,12,2,0,0,1,0,0,3200000,16000,0,0,0,,420547,420547,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,1,10,265,0,14,2250000,360000,650000,940000,1550000,2160000,2650000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,86,0,0,0,,0,0,0,0,0,0,0,0,0,16120004,16120015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10181,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.08,,,,,,,1,,,,,,,,,,,,,
213553,王剑斧雷=十万伏特,,1,10,ep_lll_16,1,1,1,2,1,12,2,0,0,1,0,0,1200000,6000,0,0,0,,420542,420542,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,198,0,11,1750000,660000,850000,1040000,1640000,1970000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,52,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16120004,16120015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10177,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.38,,,,,0.89,,,,,,,,,,,,,,,
214553,王剑斧雷=百万伏特,,1,14,ep_lll_16,1,1,1,2,1,12,2,0,0,1,0,0,3200000,16000,0,0,0,,420542,420542,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,287,0,14,2250000,660000,850000,1040000,1640000,1970000,2460000,3250000,4000000,4000000,4000000,300,0,0,0,76,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16120004,16120015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10177,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.32,,,,,0.88,,,,,,,,,,,,,,,
213568,断雷斧【麒麟王】,,1,11,ep_ql_16,1,1,1,2,1,12,2,0,0,1,0,0,1600000,8000,0,0,0,,420478,420478,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,204,0,0,1750000,570000,860000,1070000,1590000,2110000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,77,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16120005,16120016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10185,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.2,,,,,1.2,,,,,,,,,,,,,,,
214568,断雷斧【麒麟皇】,,1,15,ep_ql_16,1,1,1,2,1,12,2,0,0,1,0,0,4000000,20000,0,0,0,,420478,420478,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,300,0,0,2250000,570000,860000,1070000,1590000,2110000,2630000,3250000,4000000,4000000,4000000,300,0,0,0,113,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16120005,16120016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10185,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.2,,,,,1.2,,,,,,,,,,,,,,,
210156,晶格刑斧=潜,,1,5,ep_wjx_16,1,1,1,2,1,12,2,0,0,1,0,0,150000,750,0,0,0,,420026,420026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,97,1,0,1250000,150000,300000,450000,900000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,22,,0,0,0,0,0,0,0,0,0,16120008,16120013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10126,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.86,1,,,,,,,,,,,,,,,,,,0.66,
213156,晶格刑斧=匿,,1,9,ep_wjx_16,1,1,1,2,1,12,2,0,0,1,0,0,800000,4000,0,0,0,,420026,420026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,171,1,0,1750000,150000,300000,450000,900000,1900000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,38,,0,0,0,0,0,0,0,0,0,16120008,16120013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10126,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.18,1,,,,,,,,,,,,,,,,,,0.7,
214156,晶格刑斧=隐,,1,13,ep_wjx_16,1,1,1,2,1,12,2,0,0,1,0,0,2500000,12500,0,0,0,,420026,420026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,251,1,0,2250000,150000,300000,450000,900000,1900000,2400000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,55,,0,0,0,0,0,0,0,0,0,16120008,16120013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10126,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.18,1,,,,,,,,,,,,,,,,,,0.7,
210223,灰晶刑斧,,1,6,ep_hjx_16,1,1,1,2,1,12,2,0,0,1,0,0,200000,1000,0,0,0,,420215,420215,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,1,10,103,0,0,1250000,150000,300000,450000,900000,1550000,2250000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,34,,0,0,0,0,0,0,0,0,0,16120008,16120013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10155,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.65,,,,,,,,,,,,,,,,,,,0.88,
213223,灰晶刑斧=解离,,1,10,ep_hjx_16,1,1,1,2,1,12,2,0,0,1,0,0,1200000,6000,0,0,0,,420215,420215,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,2,10,153,0,0,1750000,150000,300000,450000,900000,1550000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,46,,0,0,0,0,0,0,0,0,0,16120008,16120013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10155,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.6,,,,,,,,,,,,,,,,,,,0.79,
214223,灰晶刑斧=剪压,,1,14,ep_hjx_16,1,1,1,2,1,12,2,0,0,1,0,0,3200000,16000,0,0,0,,420215,420215,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,3,10,236,0,0,2250000,150000,300000,450000,900000,1550000,2550000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,75,,0,0,0,0,0,0,0,0,0,16120008,16120013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10155,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.74,,,,,,,,,,,,,,,,,,,0.86,
210003,骨斩斧,,1,1,ep_unem002_x,1,1,1,2,1,12,2,0,0,1,0,0,2000,10,0,0,0,,420709,420709,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,50,0,0,750000,200000,650000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16120004,16120015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10003,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4,,,,,,,,,,,,,,,,,,,,
211003,骨斩斧【髋】,,1,3,ep_unem002_x,1,1,1,2,1,12,2,0,0,1,0,0,8000,40,0,0,0,,420709,420709,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,80,0,0,750000,200000,650000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16120004,16120015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10003,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4,,,,,,,,,,,,,,,,,,,,
210231,伏波斧【苍】,,1,6,ep_sl_16,1,1,1,2,1,12,2,0,0,1,0,0,200000,1000,0,0,0,,420016,420016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,93,0,0,1250000,660000,840000,1100000,2250000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,78,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16120005,16120016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10151,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.4,,,2,,,,,,,,,,,,,,,,,
213231,伏波斧【青】,,1,10,ep_sl_16,1,1,1,2,1,12,2,0,0,1,0,0,1200000,6000,0,0,0,,420016,420016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,157,0,0,1750000,660000,840000,1100000,2000000,2750000,4000000,4000000,4000000,4000000,4000000,300,0,125,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16120005,16120016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10151,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.67,,,2.13,,,,,,,,,,,,,,,,,
214231,伏波斧【湛】,,1,14,ep_sl_16,1,1,1,2,1,12,2,0,0,1,0,0,3200000,16000,0,0,0,,420016,420016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,228,0,0,2250000,660000,840000,1100000,2000000,2450000,3250000,4000000,4000000,4000000,4000000,300,0,198,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16120005,16120016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10151,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.64,,,2.3,,,,,,,,,,,,,,,,,
210722,秩序割切天S10,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的斩击斧。设置其内的锋利锯齿借机括之力，使每一次斩劈都仿佛能够重塑秩序。,120,4,ep_pvp002_u09_x,1,1,1,2,1,12,2,0,0,1,0,0,600000,6000,0,420524,0,,420705,420705,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,1,10,725,0,0,3000000,1260000,1760000,2140000,2370000,2500000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16120004,16120015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,,,,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
210723,秩序割切极S10,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的斩击斧。设置其内的锋利锯齿借机括之力，使每一次斩劈都仿佛能够重塑秩序。,120,4,ep_pvp002_u09_x,1,1,1,2,1,12,2,0,0,1,0,0,600000,6000,0,421924,0,,420705,420705,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,725,0,0,3000000,1110000,1510000,1590000,1920000,2500000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,16120004,16120015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,,,,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
