# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,超耐槽最大值,超耐值转化系数,额外增加值,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
134590,Coremalice【Hell】,,1,14,ep_ysz_07,1,1,1,2,1,4,2,0,0,1,0,0,3200000,16000,0,0,0,,340210,340210,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,2,10,286,0,11,2250000,150000,350000,1050000,1450000,1900000,2500000,3250000,4000000,4000000,4000000,300,0,0,60,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10165,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.32,,,,0.69,,,,,,,,,,,,,,,,
132103,钝岩刃改,,1,5,ep_yl_07,1,1,1,2,1,4,2,0,0,1,0,0,150000,750,0,0,0,,340023,340023,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,140,0,-13,1250000,150000,300000,1050000,1650000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10115,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.16,,,,,,,,,,,,,,,,,,,,
133103,Rock Sword,,1,8,ep_yl_07,1,1,1,2,1,4,2,0,0,1,0,0,550000,2750,0,0,0,,340023,340023,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,205,0,-15,1750000,150000,300000,1050000,1650000,2750000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10115,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.2,,,,,,,,,,,,,,,,,,,,
134103,Brokenrock Sword,,1,12,ep_yl_07,1,1,1,2,1,4,2,0,0,1,0,0,2000000,10000,0,0,0,,340023,340023,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,332,0,-17,2250000,150000,300000,1050000,1650000,2350000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10115,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.66,,,,,,,,,,,,,,,,,,,,
132107,白王之先驱者,,1,5,ep_xszw_07,1,1,1,2,1,4,2,0,0,1,0,0,150000,750,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,118,0,0,1250000,150000,350000,1050000,1450000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,26,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10121,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.49,,,,,,,0.78,,,,,,,,,,,,,
133107,White Pioneer,,1,8,ep_xszw_07,1,1,1,2,1,4,2,0,0,1,0,0,550000,2750,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,2,10,165,0,0,1750000,150000,350000,1050000,1450000,1900000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,37,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10121,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.38,,,,,,,0.75,,,,,,,,,,,,,
134107,White Founder,,1,12,ep_xszw_07,1,1,1,2,1,4,2,0,0,1,0,0,2000000,10000,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,3,10,231,0,0,2250000,150000,350000,1050000,1450000,1900000,2650000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,51,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10121,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.24,,,,,,,0.72,,,,,,,,,,,,,
133621,Seraphic Rival Sword,,1,11,ep_xgl_07,1,1,1,2,1,4,2,0,0,1,0,0,1600000,8000,0,0,0,,340515,340515,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,247,0,0,1750000,450000,900000,1350000,2100000,2750000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,53,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10173,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.88,,,,,,,0.82,,,,,,,,,,,,,
134621,Seraphic Vied Sword,,1,15,ep_xgl_07,1,1,1,2,1,4,2,0,0,1,0,0,4000000,20000,0,0,0,,340515,340515,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,360,0,0,2250000,450000,900000,1350000,2100000,2300000,2450000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,84,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10173,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.84,,,,,,,0.89,,,,,,,,,,,,,
133111,流星坠,,1,9,ep_nb3_07,1,1,1,2,1,4,2,0,0,1,0,0,800000,4000,0,0,0,,340013,340013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,194,0,0,1750000,250000,500000,750000,1500000,2750000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,43,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10122,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.6,,,,,,0.8,,,,,,,,,,,,,,
134111,Starfall【Rain】,,1,13,ep_nb3_07,1,1,1,2,1,4,2,0,0,1,0,0,2500000,12500,0,0,0,,340013,340013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,307,0,8,2250000,250000,500000,750000,1500000,2500000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,0,71,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10122,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.9,,,,,,0.9,,,,,,,,,,,,,,
131001,Dawnfall·Peak,,1,3,ep_xf_07,1,1,1,2,1,4,2,0,0,1,0,0,8000,40,0,0,0,,340712,340712,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,71,0,0,1250000,200000,550000,1100000,1450000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10001,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.56,,,,,,,,,,,,,,,,,,,,
132001,Dawnfall·Sierra,,1,6,ep_xf_07,1,1,1,2,1,4,2,0,0,1,0,0,200000,1000,0,0,0,,340712,340712,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,155,0,0,1250000,200000,550000,1100000,1450000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10001,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4,,,,,,,,,,,,,,,,,,,,
133622,Galeserpent【Arc】,,1,11,ep_xl_07,1,1,1,2,1,4,2,0,0,1,0,0,1600000,8000,0,0,0,,340033,340033,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,215,0,-11,1750000,360000,650000,1140000,1800000,1950000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,65,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10168,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.37,,,,,,,,,,,,,,,,,1.02,,,
134622,Galeserpent【Edge】,,1,15,ep_xl_07,1,1,1,2,1,4,2,0,0,1,0,0,4000000,20000,0,0,0,,340033,340033,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,289,0,-14,2250000,360000,650000,1140000,1800000,1950000,2640000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,0,91,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10168,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.08,,,,,,,,,,,,,,,,,0.97,,,
133592,蕨手【雁行】,,1,10,ep_wlx_07,1,1,1,2,1,4,2,0,0,1,0,0,1200000,6000,0,0,0,,340544,340544,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,153,1,11,1750000,150000,400000,800000,1150000,1650000,2150000,2750000,4000000,4000000,4000000,300,0,0,0,0,0,0,46,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10178,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.6,1,,,,,,,,,,,,,,,,0.79,,,
134592,Ferniator【Prudence】,,1,14,ep_wlx_07,1,1,1,2,1,4,2,0,0,1,0,0,3200000,16000,0,0,0,,340544,340544,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,224,1,13,2250000,150000,400000,800000,1150000,1650000,2150000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,0,71,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10178,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.59,1,,,,,,,,,,,,,,,,0.82,,,
133156,Amethyst Sword,,1,9,ep_wjx_07,1,1,1,2,1,4,2,0,0,1,0,0,800000,4000,0,0,0,,340026,340026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,171,1,0,1750000,150000,300000,450000,900000,1900000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,38,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10126,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.18,1,,,,,,,,,,,,,,,,,,0.7,
134156,Magenta Sword,,1,13,ep_wjx_07,1,1,1,2,1,4,2,0,0,1,0,0,2500000,12500,0,0,0,,340026,340026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,251,1,0,2250000,150000,300000,450000,900000,1900000,2400000,3250000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,55,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10126,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.18,1,,,,,,,,,,,,,,,,,,0.7,
133149,Coxsword【Brink】,,1,10,ep_nb4_07,1,1,1,2,1,4,2,0,0,1,0,0,1200000,6000,0,0,0,,340018,340018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,221,0,-12,1750000,150000,300000,450000,1600000,2750000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,46,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10139,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.77,,,,,,0.79,,,,,,,,,,,,,,
134149,Coxsword【Verge】,,1,14,ep_nb4_07,1,1,1,2,1,4,2,0,0,1,0,0,3200000,16000,0,0,0,,340018,340018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,357,0,-12,2250000,150000,300000,450000,1600000,2350000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,0,78,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10139,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.14,,,,,,0.9,,,,,,,,,,,,,,
133623,吞·开山刀+,,1,9,ep_tl_07,1,1,1,2,1,4,2,0,0,1,0,0,800000,4000,0,0,0,,340027,340027,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,3,10,183,0,0,1750000,660000,820000,980000,1980000,2750000,4000000,4000000,4000000,4000000,4000000,300,0,51,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10192,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.4,,,0.96,,,,,,,,,,,,,,,,,
134623,吞·开山刀++,,1,13,ep_tl_07,1,1,1,2,1,4,2,0,0,1,0,0,2500000,12500,0,0,0,,340027,340027,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,3,10,265,0,0,2250000,660000,820000,980000,1980000,3250000,4000000,4000000,4000000,4000000,4000000,300,0,81,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10192,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.37,,,1.03,,,,,,,,,,,,,,,,,
131006,精铁剑盾,,1,3,ep_unem001_p,1,1,1,2,1,4,2,0,0,1,0,0,8000,40,0,0,0,,340711,340711,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,79,0,7,750000,200000,400000,1100000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10002,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.95,,,,,,,,,,,,,,,,,,,,
132006,精钢剑盾,,1,6,ep_unem001_p,1,1,1,2,1,4,2,0,0,1,0,0,200000,1000,0,0,0,,340711,340711,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,151,0,10,1250000,300000,600000,1050000,1650000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10002,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.9,,,,,,,,,,,,,,,,,,,,
132025,腐蚀匕首改,,1,4,ep_tmsw_07,1,1,1,2,1,4,2,0,0,1,0,0,10000,50,0,0,0,,340008,340008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,112,0,10,1250000,240000,510000,970000,1300000,2250000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10109,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.9,,,,,,,,,,,,,,,,,,,,
133025,腐蚀匕首二重改,,1,8,ep_tmsw_07,1,1,1,2,1,4,2,0,0,1,0,0,550000,2750,0,0,0,,340008,340008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,190,0,10,1750000,240000,510000,970000,1300000,2050000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10109,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.9,,,,,,,,,,,,,,,,,,,,
134025,腐蚀匕首三重改,,1,12,ep_tmsw_07,1,1,1,2,1,4,2,0,0,1,0,0,2000000,10000,0,0,0,,340008,340008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,278,0,10,2250000,240000,510000,970000,1300000,2050000,3250000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10109,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.9,,,,,,,,,,,,,,,,,,,,
133221,浪速之剑【青】,,1,10,ep_sl_07,1,1,1,2,1,4,2,0,0,1,0,0,1200000,6000,0,0,0,,340016,340016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,157,0,0,1750000,660000,840000,1100000,2000000,2750000,4000000,4000000,4000000,4000000,4000000,300,0,125,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10151,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.67,,,2.13,,,,,,,,,,,,,,,,,
134221,浪速之剑【湛】,,1,14,ep_sl_07,1,1,1,2,1,4,2,0,0,1,0,0,3200000,16000,0,0,0,,340016,340016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,228,0,0,2250000,660000,840000,1100000,2000000,2450000,3250000,4000000,4000000,4000000,4000000,300,0,198,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10151,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.64,,,2.3,,,,,,,,,,,,,,,,,
133583,砂岩剑=沙暴,,1,10,ep_syl_07,1,1,1,2,1,4,2,0,0,1,0,0,1200000,6000,0,0,0,,340391,340391,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,228,1,0,1750000,130000,520000,780000,1550000,1920000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,,,,,,,,,,10152,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.88,1,,,,,,,,,,,,,,,,,,,
