# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,需求地区ID,需求LevelMode,需求关卡ID,物品使用次数,CD时间,共享CD组,CD下线是否保留,使用目标,动作技能,物品使用功能1名称,物品使用功能1参数1,物品使用功能1参数2,物品使用功能1参数3,物品使用功能2名称,物品使用功能2参数1,物品使用功能2参数2,物品使用功能2参数3,物品使用功能3名称,物品使用功能3参数1,物品使用功能3参数2,物品使用功能3参数3,物品使用功能4名称,物品使用功能4参数1,物品使用功能4参数2,物品使用功能4参数3,对应技能1ID,点数1,对应技能2ID,点数2,对应技能3ID,点数3,对应技能4ID,点数4,可否被偷窃,共享携带上限组ID,物品伤害信息,排序参数,镶嵌需求孔数,镶嵌需求装备等级Min,镶嵌需求装备等级Max,商城索引ID,素材分类_1,素材价值_1,素材分类_2,素材价值_2,素材分类_3,素材价值_3,素材分类_4,素材价值_4,素材分类_5,素材价值_5,素材分类_6,素材价值_6,素材分类_7,素材价值_7,素材分类_8,素材价值_8,素材分类_9,素材价值_9,素材分类_10,素材价值_10,副本中使用次数,随机狩猎奖励点,解绑道具,解绑道具数量
29098,Tracker Jewel [2],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29098,,,2,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29099,Tracker Jewel [3],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29099,,,3,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29100,Frost Jewel [1],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Ice Atk+1，Fire Atk-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：水光原珠×1  雪狮子的特等皮×2     </FONT><BR>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,14,-1,0,0,0,0,0,29100,,,1,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29101,Frost Jewel [2],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Ice Atk+3，Fire Atk-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：水光原珠×1  雪狮子的豪刚毛×2  高级技能珠素材券×10</FONT><BR>""",1,3,prop_sb_02,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,14,-1,0,0,0,0,0,29101,,,2,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29102,Frost Jewel [3],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Ice Atk+5，Fire Atk-2</FONT><BR><FONT COLOR=\""\#6285C6\"" ></FONT><BR>""",1,4,prop_sb_03,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,14,-2,0,0,0,0,0,29102,,,3,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29103,General Jewel [1],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29103,,,1,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29104,General Jewel [2],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29104,,,2,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29105,General Jewel [3],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29105,,,3,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29106,Grinder Jewel [1],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Sharpener+2</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：修罗原珠×2  盾蟹的重壳×1     </FONT><BR>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,2,0,0,0,0,0,0,0,29106,,,1,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29107,Grinder Jewel [2],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,3,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,69,-1,0,0,0,0,0,29107,,,2,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29108,Grinder Jewel [3],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29108,,,3,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29109,Capture Jewel [1],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29109,,,1,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29110,Capture Jewel [2],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29110,,,2,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29111,Capture Jewel [3],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29111,,,3,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29112,Toughness Jewel [1],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29112,,,1,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29113,Toughness Jewel [2],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29113,,,2,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29114,Toughness Jewel [3],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29114,,,3,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29115,Potential Jewel [1],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Potential+1，Protection-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：般若原珠×2  沙狸兽的特等皮×1     </FONT><BR>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,23,-1,0,0,0,0,0,29115,,,1,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29116,Potential Jewel [2],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Potential+3，Protection-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：般若原珠×1  烈焰的厚龙鳞×2  高级技能珠素材券×15</FONT><BR>""",1,3,prop_sb_03,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,23,-1,0,0,0,0,0,29116,,,2,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29117,Potential Jewel [3],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,4,prop_sb_03,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,23,-2,0,0,0,0,0,29117,,,3,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29118,Disabler Jewel [1],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Status+1，Attack-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：水光原珠×1  完整的昏睡袋×2     </FONT><BR>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,1,-1,0,0,0,0,0,29118,,,1,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29119,Disabler Jewel [2],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Status+3，Attack-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：水光原珠×2  黄速龙王的特上皮×1  高级技能珠素材券×10</FONT><BR>""",1,3,prop_sb_02,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,1,-1,0,0,0,0,0,29119,,,2,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29120,Disabler Jewel [3],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Status+5，攻击-2</FONT><BR><FONT COLOR=\""\#6285C6\"" ></FONT><BR>""",1,4,prop_sb_03,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,1,-2,0,0,0,0,0,29120,,,3,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29121,Bolt Jewel [1],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Thunder Atk+1，Ice Atk-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：水光原珠×1  珍珠色的艳皮×2     </FONT><BR>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,17,-1,0,0,0,0,0,29121,,,1,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29122,Bolt Jewel [2],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Thunder Atk+3，Ice Atk-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：水光原珠×1  高压的电气袋×2  高级技能珠素材券×10</FONT><BR>""",1,3,prop_sb_02,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,17,-1,0,0,0,0,0,29122,,,2,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29123,Bolt Jewel [3],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Thunder Atk+5，Ice Atk-2</FONT><BR><FONT COLOR=\""\#6285C6\"" ></FONT><BR>""",1,4,prop_sb_03,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,17,-2,0,0,0,0,0,29123,,,3,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29124,Earplug Jewel [1],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Hearing+1，Protection-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：阳翔原珠×2  岩龙的刚翼×1     </FONT><BR>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,23,-1,0,0,0,0,0,29124,,,1,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29125,Earplug Jewel [2],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29125,,,2,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29126,Earplug Jewel [3],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Hearing+4，Protection-2</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：阳翔原珠×1  雌火龙的厚鳞×2  高级技能珠素材券×15</FONT><BR>""",1,4,prop_sb_03,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,23,-2,0,0,0,0,0,29126,,,3,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29127,Wind Res Jewel [1],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Wind Res+1，Sense-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：阳翔原珠×2  青怪鸟的厚鳞×1     </FONT><BR>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,48,-1,0,0,0,0,0,29127,,,1,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29128,Wind Res Jewel [2],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Wind Res+3，Sense-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：阳翔原珠×1  独耳黑狼鸟的钩爪×2  高级技能珠素材券×15</FONT><BR>""",1,3,prop_sb_03,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,48,-1,0,0,0,0,0,29128,,,2,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29129,Wind Res Jewel [3],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Wind Res+5，Sense-2</FONT><BR><FONT COLOR=\""\#6285C6\"" ></FONT><BR>""",1,4,prop_sb_03,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,48,-2,0,0,0,0,0,29129,,,3,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29130,Cold Res Jewel [1],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Cold Res+2</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：阳翔原珠×1  雪狮子的重骨×2     </FONT><BR>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2,0,0,0,0,0,0,0,29130,,,1,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29131,Cold Res Jewel [2],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Cold Res+5</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：阳翔原珠×1  深蓝的刚鬃×2  高级技能珠素材券×15</FONT><BR>""",1,3,prop_sb_03,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,5,0,0,0,0,0,0,0,29131,,,2,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29132,Cold Res Jewel [3],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29132,,,3,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29133,Guts Jewel [1],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Guts+1，Botany-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：般若原珠×1  桃毛兽王的特等皮×2     </FONT><BR>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,124,-1,0,0,0,0,0,29133,,,1,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29134,Guts Jewel [2],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Guts+3，Botany-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：般若原珠×2  毒鸟的紫石头×1  高级技能珠素材券×10</FONT><BR>""",1,3,prop_sb_02,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,124,-1,0,0,0,0,0,29134,,,2,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29135,Guts Jewel [3],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,4,prop_sb_02,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,124,-1,0,0,0,0,0,29135,,,3,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29136,Solution Jewel [1],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29136,,,1,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29137,Solution Jewel [2],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29137,,,2,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29138,Solution Jewel [3],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,0,0,0,0,29138,,,3,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29139,Stream Jewel [1],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Water Atk+1，Thunder Atk-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：水光原珠×1  鬼狩蛛的重壳×2     </FONT><BR>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,15,-1,0,0,0,0,0,29139,,,1,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29140,Stream Jewel [2],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Water Atk+3，Thunder Atk-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：水光原珠×1  盾蟹的小重壳×2  高级技能珠素材券×10</FONT><BR>""",1,3,prop_sb_02,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,15,-1,0,0,0,0,0,29140,,,2,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29141,Stream Jewel [3],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Water Atk+5，Thunder Atk-2</FONT><BR><FONT COLOR=\""\#6285C6\"" ></FONT><BR>""",1,4,prop_sb_03,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,15,-2,0,0,0,0,0,29141,,,3,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29142,Fortitude Jewel [1],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Survivor+1，Rec Speed-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：般若原珠×2  沙龙王的特等皮×1     </FONT><BR>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,11,-1,0,0,0,0,0,29142,,,1,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29143,Fortitude Jewel [2],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Survivor+3，Rec Speed-1</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：珠宝调和\n所需素材：般若原珠×1  冰雷鸟的特上皮×2  高级技能珠素材券×15</FONT><BR>""",1,3,prop_sb_03,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,11,-1,0,0,0,0,0,29143,,,2,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
29144,Fortitude Jewel [3],"""<BR><FONT COLOR=\""\#C6B262\"">DISCARD</FONT>""",1,4,prop_sb_03,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,11,-2,0,0,0,0,0,29144,,,3,,999,,,,,,,,,,,,,,,,,,,,,,,,,
29145,Sprinter Jewel [1],"""<FONT COLOR=\""\#68A16A\"" >Upon Equipping：Stamina+1，Hunger-1</FONT><BR><FONT COLOR=\""\#6285C6\"" ></FONT><BR>""",1,2,prop_sb_01,1,0,1,12,1,0,0,0,99,,0,280,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,31,-1,0,0,0,0,0,29145,,,1,1,999,,,,,,,,,,,,,,,,,,,,,,,,,
