# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,LV1蓄力,LV2蓄力,LV3蓄力,LV4蓄力,积攒满次数,满槽速度,弓满槽值,箭筒,携带数量,弦韧度,曲射类型1,曲射类型2,曲射类型3,曲射类型4,携带瓶1种类,携带瓶1数量,携带瓶2种类,携带瓶2数量,携带瓶3种类,携带瓶3数量,携带瓶4种类,携带瓶4数量,携带瓶5种类,携带瓶5数量,特殊箭种类1,特殊箭数量1,特殊箭种类2,特殊箭数量2,特殊箭种类3,特殊箭数量3,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
413503,彗羽流·S,无时限时装武器<BR>S级雷闪系长弓时装。彗羽流是凝注电甲虫电能制作的长弓，弓弦本身就是电流，每一簇箭矢射出都是一场雷电盛宴。,1,4,ep_nby_10,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,403703,0,,400479,400479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59411,梵敦燃烧弓,传说能喷射火焰的弓弩，拥有多种攻击的方式，能从多方面和角度攻击怪物的身体。,80,3,ep_kl_10,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,0,0,,400039,400039,80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,235,0,-15,0,0,0,0,0,0,0,0,0,0,0,300,0,0,59,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,7,7,4,5,快,40,1,-1,100,,,地型2级,天型2级,强击瓶,10,毒瓶,10,接击瓶,10,,,,,无惧箭,10,,,,,11,21,22,23,,,,1,,,,,,,Y,,,1,1,1,,,,1427,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
59412,黯幕化生,利用剑刹狼素材打造的弓，似乎有某种失去实形的力量，以精魂的方式扣住长弓的弦。,80,3,ep_nbxy_10,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,0,0,,400464,400464,80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,285,0,-10,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,11,12,12,6,中,40,1,-1,100,,,地型2级,天型3级,强击瓶,15,麻瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1437,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
414500,堕天使之羽,7天时装武器<BR>使用传说中堕天使的暗影之羽打造而成，融入了天使的灵动和恶魔的破坏力，是影之游侠的传承之弓。,1,4,ep_ma059_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,604800,,400495,400495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414501,堕天使之羽,30天时装武器<BR>使用传说中堕天使的暗影之羽打造而成，融入了天使的灵动和恶魔的破坏力，是影之游侠的传承之弓。,1,4,ep_ma059_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,2592000,,400495,400495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414502,堕天使之羽,365天时装武器<BR>使用传说中堕天使的暗影之羽打造而成，融入了天使的灵动和恶魔的破坏力，是影之游侠的传承之弓。,1,4,ep_ma059_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,31536000,,400495,400495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414503,堕天使之羽,无时限时装武器<BR>使用传说中堕天使的暗影之羽打造而成，融入了天使的灵动和恶魔的破坏力，是影之游侠的传承之弓。,1,4,ep_ma059_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,400303,0,,400495,400495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414700,堕天使之羽·S,7天时装武器<BR>S级堕天使之羽，使用传说中堕天使的暗影之羽打造而成，融入了天使的灵动和恶魔的破坏力，是影之游侠的传承之弓。,1,4,ep_ma059_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,604800,,400498,400498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414701,堕天使之羽·S,30天时装武器<BR>S级堕天使之羽，使用传说中堕天使的暗影之羽打造而成，融入了天使的灵动和恶魔的破坏力，是影之游侠的传承之弓。,1,4,ep_ma059_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,2592000,,400498,400498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414702,堕天使之羽·S,365天时装武器<BR>S级堕天使之羽，使用传说中堕天使的暗影之羽打造而成，融入了天使的灵动和恶魔的破坏力，是影之游侠的传承之弓。,1,4,ep_ma059_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,31536000,,400498,400498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414703,堕天使之羽·S,无时限时装武器<BR>S级堕天使之羽，使用传说中堕天使的暗影之羽打造而成，融入了天使的灵动和恶魔的破坏力，是影之游侠的传承之弓。,1,4,ep_ma059_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,403703,0,,400498,400498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59512,司元弓【逸】,使用御五相荒厄龙素材锻造的弓，使用者会感受到荒厄龙那不可思议的力量。,85,3,ep_nb5_10,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,0,0,,400024,400024,85,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,254,0,-13,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,63,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,6,8,12,6,中,40,1,-1,100,,,地型3级,地型3级,强击瓶,15,接击瓶,15,,,,,,,无惧箭,10,,,,,11,41,42,43,,,,1,,,,,,,Y,,,1,1,1,,,,1417,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
59511,雷弓·兽王,使用金狮子素材打造的弓，箭在弦上有如雷光。,85,3,ep_jsz_10,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,0,0,,400465,400465,85,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,242,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,61,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,3,12,8,5,快,40,1,-1,100,,,天型3级,天型3级,强击瓶,10,接击瓶,10,麻瓶,10,,,,,无惧箭,10,,,,,11,31,32,33,,,,1,,,,,,,Y,,,1,1,1,,,,1407,109,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
59513,钢轮灭射天,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弓。特殊的钢制齿轮增强弓的张力，射出的箭矢能将一切猎物尽数灭杀。,95,3,ep_pvp002_g,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,420524,0,,400500,400500,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,362,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,8,4,8,4,特快,40,1,-1,100,,,地型3级,天型3级,强击瓶,10,接击瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1267,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
59514,钢轮灭射极,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弓。特殊的钢制齿轮增强弓的张力，射出的箭矢能将一切猎物尽数灭杀。,95,3,ep_pvp002_g,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,421924,0,,400500,400500,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,362,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,8,4,8,4,特快,40,1,-1,100,,,地型3级,天型3级,强击瓶,10,接击瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1267,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
59561,往生之结弦,,1,7,ep_lyl_10,1,1,1,2,1,10,2,0,0,1,0,0,320000,1600,0,0,0,,400466,400466,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,152,0,13,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,34,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,7,7,6,中,40,1,-1,100,,,地型2级,地型3级,强击瓶,7,毒瓶,4,麻瓶,3,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10171,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.47,,,,0.77,,,,,,,,,,,,,,,,
59563,星夜誓言=忠贞,立于繁星的誓言啊，即使遭受阻难，亦能坚守最初忠诚。,100,4,ep_xgl_10,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,0,0,,400515,400515,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,358,0,7,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,80,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,8,12,5,快,40,1,-1,100,,,天型3级,地型3级,强击瓶,10,接击瓶,10,毒瓶,10,,,,,无惧箭,10,,,,,11,51,52,53,,,,1,,,,,,,Y,,,1,1,1,,,,1477,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
59562,海道第一,袭菩萨之名的长弓，非弓道名家不能拉动，也是一种实力的象征。,100,4,ep_kdx_10,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,0,0,,400516,400516,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,385,0,-15,0,0,0,0,0,0,0,0,0,0,0,300,0,86,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,11,11,12,5,快,40,1,-1,100,,,天型2级,天型3级,强击瓶,10,毒瓶,10,眠瓶,10,,,,,无惧箭,10,,,,,11,11,12,13,,,,1,,,,,,,Y,,,1,1,1,,,,1487,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
59564,新钢轮灭射天,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弓。特殊的钢制齿轮增强弓的张力，射出的箭矢能将一切猎物尽数灭杀。,105,4,ep_pvp002_g,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,420524,0,,400520,400520,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,424,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,8,4,8,4,特快,40,1,-1,100,,,地型3级,天型3级,强击瓶,10,接击瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1267,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
59565,新钢轮灭射极,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弓。特殊的钢制齿轮增强弓的张力，射出的箭矢能将一切猎物尽数灭杀。,105,4,ep_pvp002_g,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,421924,0,,400520,400520,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,424,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,8,4,8,4,特快,40,1,-1,100,,,地型3级,天型3级,强击瓶,10,接击瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1267,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
418100,霜狼冰刃弓,7天时装武器<BR>使用霜狼兽骨及魔纹合金打造的霜狼冰刃弓。弓身上的狼首图腾令人不寒而栗，弓臂上的刀锋利刃散发着刺骨的寒霜。,1,4,ep_ma076_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,604800,,400524,400524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418101,霜狼冰刃弓,30天时装武器<BR>使用霜狼兽骨及魔纹合金打造的霜狼冰刃弓。弓身上的狼首图腾令人不寒而栗，弓臂上的刀锋利刃散发着刺骨的寒霜。,1,4,ep_ma076_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,2592000,,400524,400524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418102,霜狼冰刃弓,365天时装武器<BR>使用霜狼兽骨及魔纹合金打造的霜狼冰刃弓。弓身上的狼首图腾令人不寒而栗，弓臂上的刀锋利刃散发着刺骨的寒霜。,1,4,ep_ma076_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,31536000,,400524,400524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418103,霜狼冰刃弓,无时限时装武器<BR>使用霜狼兽骨及魔纹合金打造的霜狼冰刃弓。弓身上的狼首图腾令人不寒而栗，弓臂上的刀锋利刃散发着刺骨的寒霜。,1,4,ep_ma076_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,400303,0,,400524,400524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418300,霜狼冰刃弓·S,7天时装武器<BR>S级霜狼冰刃弓，使用霜狼兽骨及魔纹合金打造而成。弓身上的狼首图腾令人不寒而栗，弓臂上的刀锋利刃散发着刺骨的寒霜。,1,4,ep_ma076_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,604800,,400525,400525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418301,霜狼冰刃弓·S,30天时装武器<BR>S级霜狼冰刃弓，使用霜狼兽骨及魔纹合金打造而成。弓身上的狼首图腾令人不寒而栗，弓臂上的刀锋利刃散发着刺骨的寒霜。,1,4,ep_ma076_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,2592000,,400525,400525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418302,霜狼冰刃弓·S,365天时装武器<BR>S级霜狼冰刃弓，使用霜狼兽骨及魔纹合金打造而成。弓身上的狼首图腾令人不寒而栗，弓臂上的刀锋利刃散发着刺骨的寒霜。,1,4,ep_ma076_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,31536000,,400525,400525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418303,霜狼冰刃弓·S,无时限时装武器<BR>S级霜狼冰刃弓，使用霜狼兽骨及魔纹合金打造而成。弓身上的狼首图腾令人不寒而栗，弓臂上的刀锋利刃散发着刺骨的寒霜。,1,4,ep_ma076_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,403703,0,,400525,400525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59566,龙木弓,,1,7,ep_fyl_10,1,1,1,2,1,10,2,0,0,1,0,0,320000,1600,0,0,0,,400533,400533,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,159,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,10,3,7,6,快,40,1,-1,100,,,天型2级,地型2级,强击瓶,10,麻瓶,4,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10175,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.63,,,,,,,,,,,,,,,,,,,,
420500,鹿角弹弓,7天时装武器<BR>鹿角弹弓造型的弓时装。以精致的圣诞糖果棒作为把手，憨态可掬的圣诞麋鹿作为弹弓架，造型可爱又应景，带来了浓郁的圣诞节日气氛。,1,4,ep_ma015_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,604800,,400270,400270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
